file,class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/AdministrativeArea.java,oasis.names.tc.ciq.xsdschema.xal._2.AdministrativeArea,class,7,60,1,0,0,840,48,48,0,29,0,0,0,930
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/ThoroughfarePreDirectionType.java,oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfarePreDirectionType,class,0,7,1,0,0,15,7,7,0,4,0,0,0,135
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/geo/google/datamodel/GeoCoordinateEvoSuiteTest.java,geo.google.datamodel.GeoCoordinateEvoSuiteTest,class,7,9,1,0,13,36,9,9,1,0,0,0,0,88
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/geo/google/datamodel/GeoAltitude.java,geo.google.datamodel.GeoAltitude,class,2,14,1,0,4,61,14,13,0,4,0,1,0,79
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/com/google/earth/kml/_2/ResponseType.java,com.google.earth.kml._2.ResponseType,class,2,7,1,0,0,6,5,5,0,3,0,0,0,120
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/geo/google/utils/XmlUtilsEvoSuiteTest.java,geo.google.utils.XmlUtilsEvoSuiteTest,class,6,6,1,0,7,10,5,5,1,0,0,0,3,52
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/SubPremiseType.java,oasis.names.tc.ciq.xsdschema.xal._2.SubPremiseType,class,11,80,1,0,0,1541,66,66,0,39,0,0,0,1271
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/geo/google/datamodel/GeoUsAddressEvoSuiteTest.java,geo.google.datamodel.GeoUsAddressEvoSuiteTest,class,7,22,1,0,26,231,22,22,1,0,0,0,0,157
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/PostBoxEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.PostBoxEvoSuiteTest,class,12,44,1,0,49,946,44,44,1,0,0,0,0,287
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/ThoroughfareTrailingTypeTypeEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareTrailingTypeTypeEvoSuiteTest,class,5,8,1,0,10,28,8,8,1,0,0,0,0,61
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/BuildingNameTypeEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.BuildingNameTypeEvoSuiteTest,class,5,10,1,0,12,45,10,10,1,0,0,0,0,73
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/ThoroughfarePreDirectionTypeEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfarePreDirectionTypeEvoSuiteTest,class,5,8,1,0,10,28,8,8,1,0,0,0,0,61
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/ThoroughfareTrailingTypeType.java,oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareTrailingTypeType,class,0,7,1,0,0,15,7,7,0,4,0,0,0,135
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/geo/google/mapping/XmlToUsAddressFunctorEvoSuiteTest.java,geo.google.mapping.XmlToUsAddressFunctorEvoSuiteTest,class,5,3,1,0,2,3,3,3,1,0,0,0,1,27
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/geo/google/mapping/XSLTMappingFunctorEvoSuiteTest.java,geo.google.mapping.XSLTMappingFunctorEvoSuiteTest,class,6,5,1,0,7,6,4,4,1,0,0,0,0,56
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/Locality.java,oasis.names.tc.ciq.xsdschema.xal._2.Locality,class,10,39,1,0,0,474,33,33,0,19,0,0,0,578
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/CountryName.java,oasis.names.tc.ciq.xsdschema.xal._2.CountryName,class,0,7,1,0,0,15,7,7,0,4,0,0,0,137
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/geo/google/mapping/Functor.java,geo.google.mapping.Functor,interface,2,1,1,0,0,0,1,1,0,0,0,0,0,9
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/geo/google/mapping/FunctionChain.java,geo.google.mapping.FunctionChain,class,3,20,1,0,6,0,10,9,1,2,0,0,0,86
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/com/google/earth/kml/_2/PointTypeEvoSuiteTest.java,com.google.earth.kml._2.PointTypeEvoSuiteTest,class,6,9,1,0,12,36,9,9,1,0,0,0,2,66
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/LargeMailUserTypeEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.LargeMailUserTypeEvoSuiteTest,class,13,34,1,0,40,561,34,34,1,0,0,0,0,234
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/geo/google/datamodel/GeoAddressAccuracyEvoSuiteTest.java,geo.google.datamodel.GeoAddressAccuracyEvoSuiteTest,class,5,13,1,0,4,78,13,13,1,0,0,0,10,79
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/PostalRouteTypeEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.PostalRouteTypeEvoSuiteTest,class,9,23,1,0,27,253,23,23,1,0,0,0,0,160
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/AddressLine.java,oasis.names.tc.ciq.xsdschema.xal._2.AddressLine,class,0,7,1,0,0,15,7,7,0,4,0,0,0,137
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/ThoroughfarePostDirectionTypeEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfarePostDirectionTypeEvoSuiteTest,class,5,8,1,0,10,28,8,8,1,0,0,0,0,61
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/geo/google/datamodel/GeoAddressEvoSuiteTest.java,geo.google.datamodel.GeoAddressEvoSuiteTest,class,8,11,1,0,15,55,11,11,1,0,0,0,0,83
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/geo/google/mapping/XmlToAddressFunctorEvoSuiteTest.java,geo.google.mapping.XmlToAddressFunctorEvoSuiteTest,class,5,4,1,0,4,3,3,3,1,0,0,0,1,36
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/AddressDetails.java,oasis.names.tc.ciq.xsdschema.xal._2.AddressDetails,class,20,164,1,0,0,7224,148,148,0,85,0,0,0,2780
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/ThoroughfareNameType.java,oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareNameType,class,0,7,1,0,0,15,7,7,0,4,0,0,0,135
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/com/google/earth/kml/_2/PlacemarkTypeEvoSuiteTest.java,com.google.earth.kml._2.PlacemarkTypeEvoSuiteTest,class,7,9,1,0,11,36,9,9,1,0,0,0,0,69
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/CountryNameEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.CountryNameEvoSuiteTest,class,5,8,1,0,10,28,8,8,1,0,0,0,0,61
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/ThoroughfareNumberSuffixEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareNumberSuffixEvoSuiteTest,class,5,10,1,0,12,45,10,10,1,0,0,0,0,73
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/test/java/geo/google/test/UnitTest.java,geo.google.test.UnitTest,class,12,12,2,0,61,45,9,7,0,0,0,0,17,159
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/LargeMailUserType.java,oasis.names.tc.ciq.xsdschema.xal._2.LargeMailUserType,class,8,41,1,0,0,396,33,33,0,20,0,0,0,627
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/geo/google/datamodel/GeoUsAddress.java,geo.google.datamodel.GeoUsAddress,class,2,24,1,0,5,208,24,24,0,10,0,1,0,125
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/com/google/earth/kml/_2/ObjectFactoryEvoSuiteTest.java,com.google.earth.kml._2.ObjectFactoryEvoSuiteTest,class,10,7,1,0,16,21,7,7,1,0,0,0,0,62
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/ThoroughfareLeadingTypeType.java,oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareLeadingTypeType,class,0,7,1,0,0,15,7,7,0,4,0,0,0,135
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/geo/google/GeoAddressStandardizerEvoSuiteTest.java,geo.google.GeoAddressStandardizerEvoSuiteTest,class,14,25,1,0,20,153,18,18,1,0,0,0,2,170
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/com/google/earth/kml/_2/AltitudeModeTypeEvoSuiteTest.java,com.google.earth.kml._2.AltitudeModeTypeEvoSuiteTest,class,5,5,1,0,4,6,4,4,1,0,0,0,2,37
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/SubPremiseTypeEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.SubPremiseTypeEvoSuiteTest,class,15,66,1,0,72,2145,66,66,1,0,0,0,0,431
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/PremiseNumberPrefix.java,oasis.names.tc.ciq.xsdschema.xal._2.PremiseNumberPrefix,class,0,9,1,0,0,10,9,9,0,5,0,0,0,163
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/PostalCode.java,oasis.names.tc.ciq.xsdschema.xal._2.PostalCode,class,6,56,1,0,0,484,44,44,0,28,0,0,0,950
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/geo/google/datamodel/GeoAddress.java,geo.google.datamodel.GeoAddress,class,3,11,1,0,3,47,11,11,0,5,0,1,0,71
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/oasis/names/tc/ciq/xsdschema/xal/_2/ThoroughfareNumberSuffix.java,oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareNumberSuffix,class,0,9,1,0,0,28,9,9,0,5,0,0,0,163
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/src/main/java/geo/google/mapping/XmlMappingFunctor.java,geo.google.mapping.XmlMappingFunctor,interface,3,0,1,0,0,0,0,0,0,0,0,0,0,10
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/geo/google/datamodel/GeoStatusCodeEvoSuiteTest.java,geo.google.datamodel.GeoStatusCodeEvoSuiteTest,class,5,14,1,0,5,91,14,14,1,0,0,0,10,85
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/PremiseNumberSuffixEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.PremiseNumberSuffixEvoSuiteTest,class,5,10,1,0,12,45,10,10,1,0,0,0,0,73
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/AdministrativeAreaEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.AdministrativeAreaEvoSuiteTest,class,12,42,1,0,47,861,42,42,1,0,0,0,0,284
/Users/grano/Desktop/ist-generation-scripts/SF110-src/21_geo-google/evosuite-tests/oasis/names/tc/ciq/xsdschema/xal/_2/AddressLineEvoSuiteTest.java,oasis.names.tc.ciq.xsdschema.xal._2.AddressLineEvoSuiteTest,class,5,8,1,0,10,28,8,8,1,0,0,0,0,61
