class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
weka.classifiers.meta.AdditiveRegression,class,14,47,4,0,48,196,21,19,1,5,0,1,5,467
weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant,class,14,107,3,0,67,203,22,22,1,12,0,1,9,506
weka.gui.PropertyText,class,0,8,6,0,8,4,3,0,0,2,0,1,0,88
weka.gui.beans.AbstractTestSetProducerBeanInfoEvoSuiteTest,class,5,2,1,0,2,1,2,2,1,0,0,0,0,24
weka.core.Javadoc,class,4,77,1,0,60,311,26,14,1,6,0,0,8,493
weka.classifiers.evaluation.ThresholdCurve,class,14,69,1,0,50,46,12,8,6,14,14,14,9,466
weka.filters.unsupervised.attribute.NumericCleanerTest,class,8,7,3,0,11,10,5,5,2,0,0,0,2,70
weka.filters.unsupervised.attribute.NumericToNominalEvoSuiteTest,class,13,16,1,0,23,105,15,15,1,0,0,0,0,146
weka.classifiers.bayes.net.search.local.GeneticSearch,class,8,114,3,0,46,615,38,30,0,13,0,2,13,657
weka.classifiers.bayes.net.EditableBayesNetEvoSuiteTest,class,19,82,1,0,63,1540,56,56,1,0,0,0,0,657
weka.gui.beans.AbstractTrainingSetProducerBeanInfoEvoSuiteTest,class,5,2,1,0,2,1,2,2,1,0,0,0,0,24
weka.classifiers.functions.SGDText,class,22,209,3,0,134,2038,69,61,1,32,5,5,45,1254
weka.classifiers.bayes.net.ParentSet,class,4,36,1,0,3,0,17,17,0,4,0,1,1,242
weka.gui.visualize.plugins.VisualizePlugin,interface,2,4,1,0,0,6,4,4,0,0,0,0,0,64
weka.associations.FPGrowthTest,class,7,4,3,0,2,6,4,4,2,0,0,0,1,45
weka.experiment.RemoteExperimentSubTaskEvoSuiteTest,class,10,12,1,0,20,43,9,9,2,1,0,1,1,102
weka.filters.unsupervised.attribute.ClusterMembershipEvoSuiteTest,class,12,18,1,0,23,91,14,14,1,0,0,0,3,144
