class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
httpanalyzer.HttpAnalyzerView,class,42,191,3,0,214,2133,37,5,0,113,36,0,78,1777
httpanalyzer.NotesDialog,class,3,7,6,0,27,21,5,4,1,2,0,0,2,99
httpanalyzer.HttpFileUtilsEvoSuiteTest,class,4,1,1,0,1,0,1,1,0,0,0,0,0,22
httpanalyzer.ParamsUrlTools,class,3,8,1,0,15,1,2,2,0,0,0,0,1,90
httpanalyzer.FileUtils,class,3,6,1,0,11,0,1,1,1,1,0,1,2,73
httpanalyzer.Base64TransformerEvoSuiteTest,class,2,0,1,0,0,0,0,0,0,0,0,0,0,11
httpanalyzer.CryptDesDialogEvoSuiteTest,class,2,0,1,0,0,0,0,0,0,0,0,0,0,11
httpanalyzer.IntelSaveDialogEvoSuiteTest,class,3,4,1,0,6,3,3,3,0,0,0,0,3,46
httpanalyzer.HttpPreferenceEvoSuiteTest,class,5,4,1,0,2,1,2,2,0,0,0,0,0,46
httpanalyzer.SwingToolsEvoSuiteTest,class,7,9,1,0,6,10,5,5,0,0,0,0,0,100
httpanalyzer.MD5DialogEvoSuiteTest,class,2,0,1,0,0,0,0,0,0,0,0,0,0,11
httpanalyzer.ScreenInputFilterEvoSuiteTest,class,5,2,1,0,2,1,2,2,0,0,0,0,0,45
httpanalyzer.HeaderSettingsEvoSuiteTest,class,9,5,1,0,13,10,5,5,0,0,0,0,23,119
httpanalyzer.HttpAnalyzerViewEvoSuiteTest,class,6,2,1,0,2,0,1,1,0,0,0,0,1,32
httpanalyzer.InitBasicParams,class,3,6,1,0,8,1,2,1,0,0,0,0,1,60
httpanalyzer.SwingTools,class,3,17,1,0,18,0,7,7,0,9,7,0,6,141
httpanalyzer.HttpAnalyzerAboutBoxEvoSuiteTest,class,2,0,1,0,0,0,0,0,0,0,0,0,0,11
httpanalyzer.RequestParamsDialog,class,6,24,6,0,72,95,10,4,3,12,0,3,6,301
httpanalyzer.HeaderSettings,class,4,16,1,0,12,10,8,8,8,14,10,12,0,132
httpanalyzer.IntelSaveDialog,class,3,16,6,0,54,77,9,5,4,10,0,5,2,212
httpanalyzer.HttpAnalyzerAppEvoSuiteTest,class,4,4,1,0,5,3,3,3,0,0,0,0,1,51
httpanalyzer.PasswordEvoSuiteTest,class,4,4,1,0,4,6,4,4,0,0,0,0,3,149
httpanalyzer.HttpFileUtils,class,7,32,3,0,41,36,9,9,0,1,0,1,7,241
httpanalyzer.HttpAnalyzerApp,class,3,4,2,0,3,6,4,2,2,0,0,0,0,56
httpanalyzer.InitBasicParamsEvoSuiteTest,class,4,1,1,0,2,0,1,1,0,0,0,0,0,24
httpanalyzer.Base64Transformer,class,6,10,6,0,51,36,5,2,1,6,0,0,5,161
httpanalyzer.ParamsTools,class,2,4,1,0,7,0,1,1,1,0,0,0,0,48
httpanalyzer.HttpPreference,class,2,56,1,0,21,1,2,2,0,0,0,0,24,204
httpanalyzer.ParamsUrlToolsEvoSuiteTest,class,5,4,1,0,6,3,3,3,0,0,0,0,0,60
httpanalyzer.CryptDesDialog,class,3,12,6,0,52,55,6,2,1,9,0,0,4,202
httpanalyzer.ParamsToolsEvoSuiteTest,class,5,4,1,0,5,3,3,3,0,0,0,0,2,54
httpanalyzer.MD5Dialog,class,3,11,6,0,50,55,6,2,1,6,0,0,4,170
httpanalyzer.RequestParamsDialogEvoSuiteTest,class,3,2,1,0,4,1,2,2,0,0,0,0,2,33
httpanalyzer.NotesDialogEvoSuiteTest,class,2,0,1,0,0,0,0,0,0,0,0,0,0,11
httpanalyzer.Password,class,3,41,1,0,17,7,7,2,7,11,0,11,23,284
httpanalyzer.HttpAnalyzerAboutBox,class,4,3,6,0,46,3,3,2,0,1,0,0,0,139
httpanalyzer.ScreenInputFilter,class,1,7,3,0,4,1,2,2,0,0,0,0,1,49
