class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
NormalizeWhitespaceEvoSuiteTest,class,5,3,1,0,7,3,3,3,1,0,0,0,0,37
UnifyCaseEvoSuiteTest,class,5,2,1,0,4,1,2,2,1,0,0,0,0,26
jgaapEvoSuiteTest,class,5,2,1,0,1,1,2,2,1,0,0,0,0,20
kvp,class,2,25,1,0,21,0,11,9,0,4,1,0,2,128
DocumentEvoSuiteTest,class,5,10,1,0,13,45,10,10,1,0,0,0,0,77
guiDriverEvoSuiteTest,class,8,6,1,0,8,10,5,5,1,0,0,0,0,60
XentEvoSuiteTest,class,7,4,1,0,4,3,3,3,1,0,0,0,0,36
Processor,interface,0,1,1,0,0,0,1,1,0,0,0,0,0,3
StripHTMLEvoSuiteTest,class,5,3,1,0,8,3,3,3,1,0,0,0,0,42
EventSet,class,2,9,1,0,4,0,8,8,0,2,0,0,0,48
EventSetEvoSuiteTest,class,6,9,1,0,11,21,7,7,1,0,0,0,0,75
CrossEntropyDriver,class,3,4,2,0,4,0,1,1,0,0,0,0,0,17
EventEvoSuiteTest,class,5,7,1,0,9,15,6,6,1,0,0,0,1,55
jgaapGUIEvoSuiteTest,class,8,7,1,0,9,9,5,5,2,1,0,1,1,88
StripHTML,class,1,5,2,0,4,0,1,1,0,0,0,0,0,18
Event,class,2,8,1,0,4,0,8,8,0,1,0,0,0,47
DocumentSetEvoSuiteTest,class,6,9,1,0,10,28,8,8,1,0,0,0,0,75
CharacterEventSet,class,5,3,2,0,6,0,1,1,0,0,0,0,0,16
kvpEvoSuiteTest,class,5,5,1,0,4,10,5,5,1,0,0,0,0,50
CharacterEventSetEvoSuiteTest,class,7,1,1,0,6,0,1,1,0,0,0,0,1,30
XEDictionaryEvoSuiteTest,class,7,8,1,0,7,15,6,6,1,0,0,0,0,63
jgaap,class,1,3,1,0,7,3,2,1,2,0,0,0,2,19
NormalizeWhitespace,class,1,6,2,0,4,0,1,1,0,0,0,0,2,22
UnifyCase,class,1,2,2,0,4,0,1,1,0,0,0,0,1,12
AnalysisDriver,class,2,2,1,0,0,1,2,2,0,0,0,0,0,7
AnalysisDriverEvoSuiteTest,class,5,2,1,0,0,1,2,2,1,0,0,0,0,19
XEDictionary,class,4,45,1,0,23,64,20,5,0,3,0,0,2,173
Document,class,1,15,1,0,9,5,11,11,0,5,1,0,0,89
Preprocessor,class,1,2,1,0,0,1,2,2,0,0,0,0,0,7
PreprocessorEvoSuiteTest,class,5,2,1,0,0,1,2,2,1,0,0,0,0,19
EventDriverEvoSuiteTest,class,5,2,1,0,0,1,2,2,1,0,0,0,0,19
guiDriver,class,14,33,4,0,34,0,13,8,0,16,0,0,0,168
XEDictionaryNodeEvoSuiteTest,class,6,7,1,0,8,15,6,6,1,0,0,0,0,53
jgaapGUI,class,4,24,5,0,42,4,4,3,0,55,0,0,1,401
EventDriver,class,3,2,1,1,0,1,2,2,0,0,0,0,0,6
CrossEntropyDriverEvoSuiteTest,class,6,2,1,0,3,1,2,2,1,0,0,0,0,25
