class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
Entity,class,2,172,1,0,50,88,20,17,0,7,0,0,11,555
MP3,class,1,9,2,0,16,0,2,2,0,3,0,0,3,55
CubicSplineEvoSuiteTest,class,6,2,1,0,3,1,2,2,1,0,0,0,0,22
Server,class,8,211,8,0,97,570,41,38,1,26,0,0,7,778
CatmullRomSplineEvoSuiteTest,class,6,5,1,0,3,10,5,5,1,0,0,0,0,47
ClientEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,15
Spline,class,1,1,1,2,0,0,1,0,0,2,0,0,0,27
Client,class,20,276,15,0,136,1429,62,53,1,47,0,0,21,1424
CubicSpline,class,2,14,2,0,4,10,5,0,0,0,0,0,1,102
PlayerEvoSuiteTest,class,6,10,1,0,10,45,10,10,1,0,0,0,0,84
CatmullRomSpline,class,2,9,3,0,1,3,3,0,0,0,0,0,1,58
Player,class,1,13,1,0,0,16,9,9,0,4,0,0,0,42
BezierSpline,class,2,15,2,0,3,6,4,0,0,0,0,0,1,88
BezierSplineEvoSuiteTest,class,6,3,1,0,3,3,3,3,1,0,0,0,0,29
EntityEvoSuiteTest,class,6,27,1,0,23,231,22,22,1,0,0,0,0,212
Sound,class,0,12,1,0,7,0,2,2,0,3,0,0,1,44
Transparency,class,0,4,1,0,4,0,1,1,1,1,1,0,1,25
MP3EvoSuiteTest,class,5,2,1,0,4,1,2,2,1,0,0,0,0,22
