class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
jcmdline.HelpCmdLineHandlerEvoSuiteTest,class,13,9,1,0,9,21,7,7,1,0,0,0,0,87
org.pdfsam.guiclient.commons.business.SoundPlayerEvoSuiteTest,class,5,2,1,0,2,1,2,2,1,0,0,0,1,22
org.pdfsam.guiclient.commons.panels.CloseableTabbedPane,class,4,88,12,0,55,365,30,25,0,15,0,1,3,641
org.pdfsam.guiclient.business.PagesWorkerEvoSuiteTest,class,6,5,1,0,3,6,4,4,1,0,0,0,0,43
jcmdline.LongParamEvoSuiteTest,class,6,17,1,0,16,66,12,12,1,0,0,0,0,167
org.pdfsam.console.utils.perfix.PrefixParserEvoSuiteTest,class,6,18,1,0,5,91,14,14,1,0,0,0,0,140
org.pdfsam.guiclient.commons.dnd.handlers.ClosableTabTransferHandler,class,5,10,3,0,12,0,3,3,0,3,0,2,2,66
org.pdfsam.guiclient.commons.business.loaders.callable.AddPdfDocument,class,8,61,1,1,61,5,6,3,0,14,0,9,25,189
org.pdfsam.guiclient.commons.business.listeners.CompressCheckBoxItemListener,class,2,1,2,0,0,0,1,1,0,1,0,1,0,31
org.pdfsam.console.business.dto.commands.UnpackParsedCommand,class,2,16,2,0,6,13,10,10,0,7,3,4,0,119
it.pdfsam.plugin.merge.listener.RemoveActionListener,class,4,9,1,0,5,0,2,2,0,2,0,0,0,58
org.pdfsam.plugin.mix.listeners.RunButtonActionListenerEvoSuiteTest,class,6,3,1,0,2,1,2,2,1,0,0,0,0,29
org.pdfsam.guiclient.commons.panels.JVisualMultiSelectionPanel,class,6,42,5,0,39,48,15,14,0,7,0,1,4,244
org.pdfsam.plugin.split.components.JSplitRadioButtonModelEvoSuiteTest,class,5,3,1,0,4,3,3,3,1,0,0,0,0,29
org.pdfsam.guiclient.commons.frames.JPagePreviewFrame,class,11,9,6,0,44,0,6,5,0,7,0,2,9,192
org.pdfsam.plugin.vpagereorder.GUI.VPageReorderMainGUIEvoSuiteTest,class,5,3,1,0,1,1,2,2,1,0,0,0,0,26
jcmdline.dto.PdfFileEvoSuiteTest,class,6,16,1,0,13,120,16,16,1,0,0,0,0,123
org.pdfsam.guiclient.gui.frames.JMainFrameEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
org.pdfsam.guiclient.utils.ThemeUtility,class,15,25,1,0,4,10,5,5,5,0,0,0,2,156
org.pdfsam.console.business.parser.validators.PageLabelsCmdValidator,class,14,20,2,0,31,0,1,0,0,1,0,0,5,126
it.pdfsam.console.exception.ConcatException,class,1,4,4,0,1,6,4,4,0,1,0,1,0,39
org.pdfsam.console.business.parser.validators.MixCmdValidatorEvoSuiteTest,class,9,5,1,0,2,3,3,3,1,0,0,0,0,48
it.pdfsam.console.interfaces.PdfConcatenator,interface,1,5,1,0,0,10,5,5,0,0,0,0,0,52
org.pdfsam.guiclient.business.listeners.mediators.UpdateCheckerMediator,class,4,12,2,0,22,9,7,5,0,6,0,2,11,105
org.pdfsam.console.business.dto.Transition,class,1,32,1,0,6,0,13,13,0,22,17,18,0,223
org.pdfsam.guiclient.gui.components.JPreviewImage,class,0,33,4,0,28,10,17,15,0,7,0,2,6,183
org.pdfsam.guiclient.configuration.GuiConfigurationEvoSuiteTest,class,4,2,1,0,1,1,2,2,1,0,0,0,1,21
org.pdfsam.plugin.merge.GUI.MergeMainGUI,class,19,106,7,0,69,65,22,20,0,26,1,6,30,540
jcmdline.BooleanParamEvoSuiteTest,class,5,4,1,0,10,6,4,4,1,0,0,0,0,54
org.pdfsam.guiclient.commons.business.actions.SetOutputPathSelectionTableActionEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
org.pdfsam.guiclient.commons.business.actions.DocumentPropertiesSelectionTableAction,class,3,4,2,0,15,0,2,2,0,2,0,1,7,58
org.pdfsam.guiclient.commons.business.loaders.PdfLoaderEvoSuiteTest,class,15,11,1,0,19,21,7,7,1,0,0,0,0,204
org.pdfsam.plugin.docinfo.GUI.DocInfoMainGUI,class,17,126,7,0,79,154,26,24,0,33,0,4,59,659
org.pdfsam.console.ConsoleClient,class,8,14,1,0,20,0,2,1,2,7,0,7,5,113
org.pdfsam.console.business.pdf.handlers.DocumentInfoCmdExecutor,class,11,15,3,0,33,0,2,2,0,7,0,5,2,116
org.pdfsam.plugin.vcomposer.GUI.VComposerMainGUIEvoSuiteTest,class,5,3,1,0,1,1,2,2,1,0,0,0,0,26
org.pdfsam.console.business.dto.commands.SplitParsedCommandEvoSuiteTest,class,6,17,1,0,20,136,17,17,1,0,0,0,0,132
jcmdline.DateTimeParamEvoSuiteTest,class,5,18,1,0,21,105,15,15,1,0,0,0,1,177
org.pdfsam.guiclient.exceptions.ThumbnailCreationException,class,0,4,3,0,0,6,4,4,0,1,0,1,0,35
org.pdfsam.guiclient.commons.business.actions.RemoveSelectionTableActionEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
it.pdfsam.plugin.split.component.JSplitRadioButton,class,0,3,7,0,1,0,3,1,0,2,0,1,0,46
org.pdfsam.guiclient.commons.business.actions.AddSelectionTableAction,class,1,2,2,0,9,0,2,2,0,3,0,1,5,51
org.pdfsam.guiclient.commons.business.actions.ReloadDocumentSelectionTableActionEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
org.pdfsam.console.business.pdf.handlers.SplitCmdExecutorEvoSuiteTest,class,9,10,1,0,5,15,6,6,1,0,0,0,0,84
org.pdfsam.console.business.pdf.handlers.EncryptCmdExecutor,class,14,15,3,0,42,0,2,2,0,3,0,1,2,130
org.pdfsam.console.business.dto.commands.SetViewerParsedCommandEvoSuiteTest,class,6,33,1,0,35,528,33,33,1,0,0,0,0,462
org.pdfsam.guiclient.commons.panels.JVisualPdfPageSelectionPanelEvoSuiteTest,class,5,9,1,0,1,10,5,5,1,0,0,0,0,54
org.pdfsam.guiclient.commons.business.loaders.PdfLoaderExecutorEvoSuiteTest,class,10,4,1,0,4,3,3,3,1,0,0,0,0,45
org.pdfsam.console.business.parser.handlers.SplitCmdHandlerEvoSuiteTest,class,6,2,1,0,5,1,2,2,1,0,0,0,0,27
it.pdfsam.console.events.WorkDoneEvent,class,1,14,1,0,3,0,11,11,0,8,3,4,0,113
org.pdfsam.guiclient.commons.business.loaders.PdfDocumentLoadedHook,interface,0,1,1,0,0,0,1,0,0,0,0,0,0,26
org.pdfsam.guiclient.configuration.services.xml.strategy.BackwardCompatibilityXmlStrategy,class,2,16,2,0,4,120,16,16,0,11,0,11,12,93
org.pdfsam.guiclient.business.thumbnails.executors.ThumbnailsExecutorEvoSuiteTest,class,4,3,1,0,2,1,2,2,1,0,0,0,1,26
org.pdfsam.guiclient.business.actions.AutoLoadEnvironmentAction,class,1,6,2,0,10,0,2,2,0,3,0,1,2,58
org.pdfsam.console.business.pdf.writers.interfaces.PdfConcatenator,interface,1,6,1,0,0,15,6,0,0,0,0,0,0,85
it.pdfsam.plugin.merge.component.PageColumnRender,class,2,8,5,0,13,0,1,1,0,1,0,1,0,58
org.pdfsam.emp4j.providers.ExceptionMessageProviderEvoSuiteTest,class,5,7,1,0,9,15,6,6,1,0,0,0,5,59
org.pdfsam.plugin.unpack.listeners.RunButtonActionListener,class,6,25,2,0,39,0,3,2,0,2,0,1,12,111
org.pdfsam.console.exceptions.console.ValidationException,class,1,5,7,0,0,10,5,5,0,14,13,14,0,74
org.pdfsam.console.utils.PdfUtilityEvoSuiteTest,class,5,4,1,0,3,3,3,3,1,0,0,0,2,38
org.pdfsam.guiclient.business.TextPaneAppender,class,3,16,2,0,20,7,6,4,2,3,0,3,5,91
org.pdfsam.console.utils.perfix.FileNameRequestEvoSuiteTest,class,5,10,1,0,11,45,10,10,1,0,0,0,0,77
org.pdfsam.console.business.parser.validators.SlideShowCmdValidator,class,13,27,2,0,34,1,2,0,0,0,0,0,6,150
org.pdfsam.console.business.dto.commands.EncryptParsedCommand,class,2,28,2,0,6,75,22,22,0,28,19,20,0,239
org.pdfsam.guiclient.business.actions.ZoomInImageAction,class,2,4,3,0,8,1,2,2,0,1,0,1,5,50
org.pdfsam.console.exceptions.console.UnpackException,class,1,5,7,0,0,10,5,5,0,2,1,2,0,61
org.pdfsam.emp4j.messages.interfaces.InquirableMessagesSource,interface,0,4,1,0,0,6,4,0,0,0,0,0,0,74
it.pdfsam.utils.LanguageLoader,class,0,9,1,0,5,0,5,5,0,4,2,1,4,81
org.pdfsam.console.business.parser.handlers.SetViewerCmdHandlerEvoSuiteTest,class,6,2,1,0,5,1,2,2,1,0,0,0,0,27
org.pdfsam.plugin.split.components.JBLevelComboEvoSuiteTest,class,6,3,1,0,1,1,2,2,1,0,0,0,0,27
org.pdfsam.guiclient.plugins.models.PluginDataModelEvoSuiteTest,class,5,25,1,0,17,276,24,24,1,0,0,0,0,180
org.pdfsam.guiclient.business.PagePreviewOpenerEvoSuiteTest,class,4,3,1,0,2,1,2,2,1,0,0,0,1,27
org.pdfsam.plugin.vcomposer.listeners.RunButtonActionListener,class,6,36,2,0,43,0,2,2,0,2,0,1,18,127
org.pdfsam.console.business.parser.validators.SetViewerCmdValidator,class,11,56,2,0,34,10,5,1,0,0,0,0,4,207
org.pdfsam.guiclient.dto.StringItemEvoSuiteTest,class,5,16,1,0,12,120,16,16,1,0,0,0,0,122
org.pdfsam.guiclient.commons.models.SortablePdfSelectionTableModelEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
it.pdfsam.interfaces.PlugablePanel,interface,0,8,1,0,0,28,8,8,0,0,0,0,0,58
org.pdfsam.plugin.docinfo.GUI.SetMetaFieldsHook,class,4,4,1,0,13,0,2,2,0,1,0,0,0,46
it.pdfsam.listeners.EnterDoClickListener,class,0,8,2,0,2,0,4,4,0,1,0,0,0,62
org.pdfsam.console.business.parser.handlers.ConcatCmdHandlerEvoSuiteTest,class,6,2,1,0,5,1,2,2,1,0,0,0,0,27
org.pdfsam.guiclient.utils.PdfVersionUtility,class,4,9,1,0,14,3,3,3,3,3,0,3,30,76
org.pdfsam.guiclient.commons.components.JVisualSelectionListEvoSuiteTest,class,5,10,1,0,7,45,10,10,1,0,0,0,0,81
it.pdfsam.plugin.merge.type.TableTransferHandler,class,6,64,2,0,29,39,10,3,0,4,0,1,1,234
org.pdfsam.console.exceptions.console.SlideShowException,class,1,5,7,0,0,10,5,5,0,8,7,8,0,67
org.pdfsam.guiclient.business.thumbnails.callables.IcePdfThumbnailCallableEvoSuiteTest,class,8,3,1,0,2,1,2,2,1,0,0,0,0,34
org.pdfsam.guiclient.business.ClosableTabbedPanelAdder,class,7,18,1,0,26,8,8,8,0,3,0,1,2,117
org.pdfsam.guiclient.gui.components.JHelpLabel,class,1,7,5,0,14,1,2,1,0,2,0,2,0,66
org.pdfsam.plugin.unpack.listeners.RunButtonActionListenerEvoSuiteTest,class,6,3,1,0,2,1,2,2,1,0,0,0,0,30
org.pdfsam.console.business.dto.commands.ConcatParsedCommand,class,3,31,2,0,6,56,20,20,0,15,7,8,0,208
org.pdfsam.guiclient.dto.DocumentInfoEvoSuiteTest,class,6,11,1,0,14,55,11,11,1,0,0,0,0,82
org.pdfsam.guiclient.commons.business.loaders.PdfThumbnailsLoaderEvoSuiteTest,class,6,7,1,0,5,10,5,5,1,0,0,0,0,52
org.pdfsam.guiclient.business.thumbnails.creators.JPodThumbnailCreatorEvoSuiteTest,class,8,18,1,0,15,78,13,13,1,0,0,0,0,120
it.pdfsam.console.tools.StrNumComparator,class,0,3,1,0,1,1,2,2,0,1,0,1,0,42
jcmdline.TextUsageFormatterEvoSuiteTest,class,11,13,1,0,13,66,12,12,1,0,0,0,0,151
org.pdfsam.guiclient.commons.renderers.VisualListRendererEvoSuiteTest,class,5,2,1,0,2,1,2,2,1,0,0,0,0,22
org.pdfsam.guiclient.commons.business.actions.ClearSelectionTableActionEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
