class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
ghm.follow.gui.Pause,class,4,10,3,0,12,10,5,4,1,1,1,1,7,86
ghm.follow.font.NoFontStyleSelectedException,class,1,1,4,0,0,0,1,1,0,0,0,0,0,9
ghm.follow.io.PrintStreamDestinationEvoSuiteTest,class,5,6,1,0,6,10,5,5,1,0,0,0,0,44
ghm.follow.search.FindDialog,class,4,32,6,0,54,60,10,2,0,10,0,0,13,314
ghm.follow.event.WindowTracker,class,3,6,2,0,18,0,3,3,0,4,0,0,1,90
ghm.follow.test.gui.BottomTest,class,2,1,3,0,6,0,1,1,0,0,0,0,0,21
ghm.follow.io.JTextPaneDestinationEvoSuiteTest,class,5,11,1,0,10,55,11,11,1,0,0,0,0,104
ghm.follow.io.JTextPaneDestination,class,2,14,1,0,8,2,9,9,0,3,0,0,1,112
ghm.follow.io.OutputDestination,interface,0,2,1,0,0,1,2,2,0,0,0,0,0,35
ghm.follow.FileFollowerEvoSuiteTest,class,9,20,1,0,20,136,17,17,1,0,0,0,0,197
ghm.follow.gui.PopupMenu,class,1,1,5,0,6,0,1,0,0,0,0,0,0,33
ghm.follow.FollowAppEvoSuiteTest,class,6,7,1,0,8,15,6,6,1,0,0,0,4,53
ghm.follow.io.JTextComponentDestination,class,2,14,2,1,8,2,9,9,0,3,0,1,1,112
ghm.follow.nav.NextTab,class,3,4,3,0,7,1,2,2,0,1,1,1,4,49
ghm.follow.test.PrintStreamDestinationTest,class,5,1,2,0,4,0,1,1,0,0,0,0,0,22
ghm.follow.search.FindDialogEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
ghm.follow.search.WordResultEvoSuiteTest,class,5,5,1,0,4,10,5,5,1,0,0,0,0,54
ghm.follow.search.SearchableTextPane,class,4,31,6,0,34,34,9,6,0,4,0,0,4,229
ghm.follow.nav.BottomEvoSuiteTest,class,6,3,1,0,2,1,2,2,1,0,0,0,0,29
ghm.follow.gui.ComponentBuilder,class,5,9,1,0,16,26,9,8,8,6,6,6,6,164
ghm.follow.systemInterface.SystemInterface,interface,0,2,1,0,0,1,2,2,0,0,0,0,0,27
ghm.follow.FileFollower,class,3,44,1,0,30,241,23,19,0,10,0,1,5,401
ghm.follow.test.gui.AppLaunchingTestCase,class,5,11,2,3,15,17,6,2,0,3,0,0,6,75
ghm.follow.search.WordResult,class,1,10,1,0,1,0,4,4,0,6,6,0,0,62
ghm.follow.search.SearchEngineEvoSuiteTest,class,6,10,1,0,7,36,9,9,1,0,0,0,0,80
ghm.follow.gui.StartupStatus,class,1,8,5,0,16,1,3,2,0,7,2,0,1,94
ghm.follow.config.Configure,class,10,42,17,0,79,126,13,7,1,22,3,1,77,571
ghm.follow.gui.ToolBar,class,1,1,5,0,6,0,1,0,0,0,0,0,0,35
ghm.follow.gui.Clear,class,4,2,3,0,6,1,2,2,0,1,1,1,4,43
ghm.follow.test.JTextComponentDestinationTest,class,6,7,2,0,12,10,5,3,0,1,0,0,0,58
ghm.follow.gui.Reset,class,4,4,3,0,5,1,2,2,0,1,1,1,4,34
ghm.follow.search.ClearHighlights,class,4,2,3,0,5,1,2,2,0,1,1,1,3,46
ghm.follow.search.ClearAllHighlights,class,3,3,3,0,6,1,2,2,0,1,1,1,3,48
ghm.follow.nav.PreviousTab,class,3,4,3,0,6,1,2,2,0,1,1,1,4,49
ghm.follow.gui.DeleteAll,class,5,11,3,0,19,3,3,2,0,2,1,1,13,92
ghm.follow.io.FilteredDestination,class,2,2,3,0,1,1,2,2,0,1,0,0,0,20
ghm.follow.io.JTextComponentDestinationEvoSuiteTest,class,7,11,1,0,12,55,11,11,1,0,0,0,0,99
ghm.follow.gui.WhatIsThisEvoSuiteTest,class,6,3,1,0,2,1,2,2,1,0,0,0,0,28
ghm.follow.gui.Edit,class,5,4,3,0,9,1,2,2,0,1,1,1,4,47
ghm.follow.gui.WhatIsThis,class,2,2,6,0,7,1,1,1,0,0,0,0,2,45
ghm.follow.gui.Menu,class,1,3,7,0,10,3,3,3,0,0,0,0,0,45
ghm.follow.gui.LineEditorKit,class,2,2,4,0,0,1,2,2,0,0,0,0,0,22
ghm.follow.gui.FollowAppAction,class,4,24,2,6,19,29,14,4,0,5,0,1,2,150
ghm.follow.test.gui.TestSystemInterface,class,1,5,1,0,0,2,5,5,0,2,0,0,0,28
ghm.follow.nav.Bottom,class,5,2,3,0,14,1,2,2,0,1,1,1,4,53
ghm.follow.search.LineResult,class,1,15,1,0,10,0,6,6,0,5,3,0,0,111
ghm.follow.gui.DisableableConfirm,class,0,6,6,0,11,6,3,1,0,2,0,0,2,99
ghm.follow.font.NoFontFamilySelectedException,class,1,1,4,0,0,0,1,1,0,0,0,0,0,9
ghm.follow.font.FontSelectionPanel,class,10,93,17,0,70,679,36,33,1,14,0,0,7,758
ghm.follow.test.gui.ExternalEditorTest,class,6,7,1,0,4,21,7,7,2,0,0,0,0,106
ghm.follow.gui.ExternalEditor,class,2,27,1,0,18,4,4,3,0,2,0,0,5,142
ghm.follow.gui.Open,class,3,8,3,0,10,1,3,3,0,2,1,1,10,80
ghm.follow.test.FileFollowerTest,class,6,12,2,0,20,28,8,8,0,2,0,0,0,112
ghm.follow.search.ClearHighlightsEvoSuiteTest,class,6,3,1,0,2,1,2,2,1,0,0,0,0,30
ghm.follow.gui.Exit,class,3,2,3,0,5,1,2,2,0,1,1,1,4,43
ghm.follow.search.FindEvoSuiteTest,class,6,2,1,0,2,1,2,2,1,0,0,0,0,23
ghm.follow.search.LineResultEvoSuiteTest,class,6,9,1,0,8,28,8,8,1,0,0,0,0,90
ghm.follow.gui.About,class,3,2,3,0,5,1,2,2,0,1,1,1,7,44
ghm.follow.gui.ClearAll,class,4,3,3,0,6,1,2,2,0,1,1,1,4,47
ghm.follow.nav.PreviousTabEvoSuiteTest,class,6,2,1,0,2,1,2,2,1,0,0,0,0,23
ghm.follow.gui.TabbedPane,class,3,19,5,0,17,13,6,5,0,1,0,0,0,90
ghm.follow.gui.Close,class,2,2,3,0,3,1,2,2,0,1,1,1,3,40
ghm.follow.gui.DndFileOpener,class,1,14,1,0,7,21,7,7,0,1,0,0,0,108
ghm.follow.font.InvalidFontException,class,0,1,3,4,0,0,1,1,0,0,0,0,0,9
ghm.follow.FollowApp,class,35,103,1,0,122,415,30,23,5,21,4,7,25,691
ghm.follow.io.FilterableOutputDestination,class,1,9,1,1,7,3,6,4,0,1,0,0,0,33
ghm.follow.io.FilterableOutputDestinationEvoSuiteTest,class,9,7,1,0,7,15,6,6,1,0,0,0,0,71
ghm.follow.search.SearchEngine,class,1,16,1,0,13,4,4,2,0,3,2,2,4,110
