class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
net.sf.jniinchi.Main,class,10,12,1,0,22,3,3,3,3,0,0,0,7,122
net.sf.jniinchi.INCHI_BOND_STEREO,enum,1,11,1,0,0,1,3,2,1,1,0,0,0,93
net.sf.jniinchi.MainEvoSuiteTest,class,6,3,1,0,4,3,3,3,1,0,0,0,1,29
net.sf.jniinchi.TestJniInchiAtom,class,2,22,1,0,23,210,21,20,1,0,0,0,19,237
net.sf.jniinchi.JniInchiWrapper,class,14,73,1,0,38,249,26,9,16,8,0,8,24,375
net.sf.jniinchi.JniInchiBondEvoSuiteTest,class,8,8,1,0,12,28,8,8,1,0,0,0,0,75
net.sf.jniinchi.TestJniInchiOutput,class,2,5,1,0,6,10,5,5,0,0,0,0,0,63
net.sf.jniinchi.INCHI_RETEvoSuiteTest,class,5,11,1,0,3,55,11,11,1,0,0,0,9,67
net.sf.jniinchi.INCHI_OPTIONEvoSuiteTest,class,5,3,1,0,2,3,3,3,1,0,0,0,2,26
net.sf.jniinchi.JniInchiOutputStructure,class,3,11,2,0,4,31,11,6,0,4,0,0,1,103
net.sf.jniinchi.JniInchiInputInchi,class,0,5,1,0,2,0,5,5,0,2,0,0,2,75
net.sf.jniinchi.JniInchiOutputStructureEvoSuiteTest,class,7,7,1,0,10,21,7,7,1,0,0,0,0,57
net.sf.jniinchi.JniInchiBond,class,3,12,1,0,7,4,12,9,0,4,0,0,2,131
net.sf.jniinchi.INCHI_PARITY,enum,1,8,1,0,0,1,3,2,1,1,0,0,0,75
net.sf.jniinchi.JniInchiInputData,class,2,4,1,0,1,0,4,4,0,3,0,0,1,41
net.sf.jniinchi.JniInchiStereo0D,class,4,16,1,0,7,19,15,12,2,6,1,1,2,250
net.sf.jniinchi.JniInchiStructureEvoSuiteTest,class,8,16,1,0,14,78,13,13,1,0,0,0,0,114
net.sf.jniinchi.JniInchiStereo0DEvoSuiteTest,class,8,13,1,0,19,78,13,13,1,0,0,0,7,126
net.sf.jniinchi.JniInchiOutputKeyEvoSuiteTest,class,6,8,1,0,5,15,6,6,1,0,0,0,0,63
net.sf.jniinchi.JniInchiInput,class,1,7,2,0,3,3,6,6,0,1,0,0,2,76
net.sf.jniinchi.INCHI_RADICALEvoSuiteTest,class,5,7,1,0,3,21,7,7,1,0,0,0,5,47
net.sf.jniinchi.INCHI_KEY_STATUSEvoSuiteTest,class,5,8,1,0,3,28,8,8,1,0,0,0,6,52
net.sf.jniinchi.INCHI_STEREOTYPE,enum,1,7,1,0,0,1,3,2,1,1,0,0,0,69
net.sf.jniinchi.TestJniInchiStereo0D,class,3,7,1,0,9,0,7,6,1,5,0,5,1,95
net.sf.jniinchi.JniInchiAtomEvoSuiteTest,class,6,25,1,0,27,276,24,24,1,0,0,0,0,201
net.sf.jniinchi.INCHI_KEY_STATUS,enum,1,8,1,0,0,1,3,2,1,1,0,0,0,68
net.sf.jniinchi.INCHI_STATUSEvoSuiteTest,class,5,9,1,0,3,36,9,9,1,0,0,0,7,57
net.sf.jniinchi.JniInchiInputEvoSuiteTest,class,6,5,1,0,5,10,5,5,1,0,0,0,0,46
net.sf.jniinchi.TestJniInchiOutputStructure,class,3,4,1,0,8,6,4,4,0,0,0,0,0,59
net.sf.jniinchi.JniInchiInputInchiEvoSuiteTest,class,5,5,1,0,3,10,5,5,1,0,0,0,0,43
net.sf.jniinchi.TestJniInchiBond,class,4,8,2,0,6,0,8,7,1,2,0,2,0,101
net.sf.jniinchi.INCHI_BOND_TYPE,enum,1,8,1,0,0,1,3,2,1,1,0,0,0,72
net.sf.jniinchi.INCHI_RET,enum,1,11,1,0,0,1,3,2,1,1,0,0,0,106
net.sf.jniinchi.INCHI_STATUS,enum,1,9,1,0,0,1,3,2,1,1,0,0,0,61
net.sf.jniinchi.INCHI_STEREOTYPEEvoSuiteTest,class,5,7,1,0,3,21,7,7,1,0,0,0,5,47
net.sf.jniinchi.JniInchiStructure,class,4,16,1,2,6,39,14,12,0,3,0,0,0,143
net.sf.jniinchi.LoadNativeLibraryException,class,1,3,4,0,0,3,3,3,0,1,0,1,0,39
net.sf.jniinchi.TestJniInchiStructure,class,5,9,1,0,13,36,9,9,0,0,0,0,9,113
net.sf.jniinchi.JniInchiOutputKey,class,1,10,1,0,1,0,4,4,0,2,0,0,1,44
net.sf.jniinchi.JniInchiOutputEvoSuiteTest,class,6,12,1,0,15,66,12,12,1,0,0,0,0,94
net.sf.jniinchi.TestJniInchiInput,class,3,1,2,0,2,0,1,1,0,0,0,0,0,33
net.sf.jniinchi.JniInchiAtom,class,1,27,1,0,4,220,25,23,0,12,0,1,1,282
net.sf.jniinchi.TestJniInchiWrapper,class,13,125,2,0,88,5551,106,78,27,7,4,0,132,2050
net.sf.jniinchi.INCHI_BOND_TYPEEvoSuiteTest,class,5,8,1,0,3,28,8,8,1,0,0,0,6,52
net.sf.jniinchi.JniInchiWrapperEvoSuiteTest,class,10,63,1,0,23,471,26,26,2,1,0,1,20,605
net.sf.jniinchi.INCHI_PARITYEvoSuiteTest,class,5,8,1,0,3,28,8,8,1,0,0,0,6,52
net.sf.jniinchi.INCHI_KEY,enum,1,10,1,0,0,1,3,2,1,1,0,0,0,76
net.sf.jniinchi.INCHI_KEYEvoSuiteTest,class,5,25,1,0,3,300,25,25,1,0,0,0,23,122
net.sf.jniinchi.INCHI_BOND_STEREOEvoSuiteTest,class,5,16,1,0,3,120,16,16,1,0,0,0,14,87
net.sf.jniinchi.INCHI_RADICAL,enum,1,7,1,0,0,1,3,2,1,1,0,0,0,74
net.sf.jniinchi.JniInchiInputDataEvoSuiteTest,class,6,4,1,0,6,6,4,4,1,0,0,0,0,44
net.sf.jniinchi.TestExamples,class,12,9,1,0,21,36,9,9,0,0,0,0,11,155
net.sf.jniinchi.INCHI_OPTION,enum,1,4,1,0,3,0,1,1,1,0,0,0,1,127
net.sf.jniinchi.TestJniInchiInputInchi,class,2,2,1,0,3,1,2,2,0,0,0,0,0,40
net.sf.jniinchi.JniInchiOutput,class,1,13,1,0,1,26,13,8,0,5,0,0,1,107
net.sf.jniinchi.JniInchiException,class,0,3,3,1,0,3,3,3,0,1,0,1,0,48
