class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
de.paragon.explorer.util.ResourceBundleManager,class,2,18,1,0,9,4,4,0,1,9,0,9,6,84
de.paragon.explorer.event.AboutDialogEventConverter,class,3,15,2,0,17,32,9,5,0,6,0,4,2,92
de.paragon.explorer.event.RefreshEventEvoSuiteTest,class,5,3,1,0,0,3,3,3,1,0,0,0,0,28
de.paragon.explorer.popup.ShowAttributesPopupMenuEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
de.paragon.explorer.popup.AttributePopupMenuEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
de.paragon.explorer.figure.TextBoxFigureEvoSuiteTest,class,6,13,1,0,16,66,12,12,1,0,0,0,0,99
de.paragon.explorer.figure.FigureChangeManager,class,4,14,1,0,11,0,5,4,0,4,0,3,6,85
de.paragon.explorer.event.ObjectViewDialogEventConverterEvoSuiteTest,class,8,16,1,0,15,55,11,11,1,0,0,0,0,118
de.paragon.explorer.model.AttributeModelEvoSuiteTest,class,10,15,1,0,19,78,13,13,1,0,0,0,0,107
de.paragon.explorer.model.AttributeModelBuilderEvoSuiteTest,class,6,6,1,0,12,10,5,5,1,0,0,0,4,56
de.paragon.explorer.event.ExplorerFrameEventConverterEvoSuiteTest,class,6,3,1,0,1,1,2,2,1,0,0,0,0,29
de.paragon.explorer.event.GlassPaneEventConverterEvoSuiteTest,class,5,2,1,0,0,1,2,2,1,0,0,0,0,21
de.paragon.explorer.gui.ExplorerFrame,class,4,34,6,0,41,145,18,11,0,10,0,2,2,207
de.paragon.explorer.util.ObjectViewManager,class,3,37,1,0,21,194,21,19,0,8,0,0,5,146
de.paragon.explorer.figure.ColorRectangleFigureEvoSuiteTest,class,5,5,1,0,7,6,4,4,1,0,0,0,0,41
de.paragon.explorer.figure.ExplorerFieldListBoxFigureEvoSuiteTest,class,6,9,1,0,10,21,7,7,1,0,0,0,0,66
de.paragon.explorer.figure.InformationFigure,class,2,4,2,0,0,6,4,2,0,0,0,0,0,50
de.paragon.explorer.gui.ObjectInspectorFrameEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
de.paragon.explorer.model.ExplorerModelBuilder,class,13,24,1,0,41,151,18,7,3,1,0,1,6,182
de.paragon.explorer.excp.NotAFigureException,class,1,2,4,0,0,1,2,2,0,1,0,1,0,34
de.paragon.explorer.figure.FigureChangeManagerEvoSuiteTest,class,13,6,1,0,10,10,5,5,1,0,0,0,0,70
de.paragon.explorer.event.DrawEventEvoSuiteTest,class,5,3,1,0,4,3,3,3,1,0,0,0,0,29
de.paragon.explorer.util.StandardEnumeration,interface,0,7,1,0,0,21,7,7,0,0,0,0,0,42
de.paragon.explorer.event.ExplorerPopupActionConverterEvoSuiteTest,class,8,29,1,0,16,105,15,15,1,0,0,0,7,176
de.paragon.explorer.util.LoggerFactory,class,1,2,1,0,4,1,2,1,1,0,0,0,1,52
de.paragon.explorer.model.StandardAttributeModelEvoSuiteTest,class,6,4,1,0,6,3,3,3,1,0,0,0,0,40
de.paragon.explorer.model.StandardAttributeModel,class,2,10,4,0,13,8,5,3,0,3,0,2,11,71
de.paragon.explorer.event.DrawListener,interface,1,1,1,0,0,0,1,0,0,0,0,0,0,29
de.paragon.explorer.figure.TextBoxFigure,class,2,15,4,0,14,64,13,13,0,6,0,1,0,113
de.paragon.explorer.gui.ObjectViewDialog,class,2,88,6,0,67,431,30,17,1,24,0,7,7,719
de.paragon.explorer.gui.WarningEvoSuiteTest,class,4,3,1,0,2,1,2,2,1,0,0,0,1,27
de.paragon.explorer.model.ObjectModelBuilder,class,11,25,1,0,43,134,17,4,3,1,0,1,7,172
de.paragon.explorer.ProjectConstants4ObjectExplorer,class,0,25,1,0,0,300,25,24,24,24,0,24,0,126
de.paragon.explorer.model.ObjectHeaderModel,class,4,9,3,0,7,34,9,7,0,1,0,0,1,67
de.paragon.explorer.util.StandardEnumerator,class,2,24,1,0,12,72,13,13,0,3,0,1,2,92
