class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
fi.vtt.noen.mfw.probes.configurabletester.ConfigurableTestProbeAgentEvoSuiteTest,class,7,8,1,0,12,21,7,7,1,0,0,0,0,67
fi.vtt.noen.mfw.bundle.probe.shared.BaseProbeAgentActivator,class,6,21,1,0,23,15,11,3,0,5,0,0,0,184
fi.vtt.noen.mfw.bundle.server.plugins.webui.mfwclient.ObjectFactory,class,15,16,1,0,0,120,16,16,0,0,0,0,0,147
fi.vtt.noen.mfw.bundle.server.plugins.webui.eventlistpage.EventHistoryDataProvider,class,9,4,2,0,10,0,4,4,0,2,0,1,1,54
fi.vtt.noen.mfw.bundle.server.plugins.registry.BMRequestEvoSuiteTest,class,5,3,1,0,3,3,3,3,1,0,0,0,0,29
fi.vtt.noen.mfw.bundle.server.plugins.persistence.PersistenceUser,interface,1,1,1,0,0,0,1,1,0,0,0,0,0,27
fi.vtt.noen.testgen.model.efsm.MockGeneratorEvoSuiteTest,class,5,4,1,0,5,6,4,4,1,0,0,0,1,39
fi.vtt.noen.testgen.model.efsm.StubGenerator,class,0,17,1,0,17,24,9,6,0,1,0,0,0,125
fi.vtt.noen.mfw.bundle.server.plugins.registry.RegistryPluginImplEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
fi.vtt.noen.testgen.model.daikon.constraints.SizeOfConstraintEvoSuiteTest,class,5,6,1,0,8,10,5,5,1,0,0,0,0,57
fi.vtt.noen.intellij.OBMActionEvoSuiteTest,class,5,2,1,0,0,1,2,2,1,0,0,0,0,23
fi.vtt.noen.mfw.bundle.probe.plugins.xmlrpc.SubscriptionCheckerEvoSuiteTest,class,6,9,1,0,1,10,5,5,1,0,0,0,0,68
fi.vtt.noen.mfw.bundle.probe.plugins.measurement.WatchDogEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
fi.vtt.probeframework.javaclient.protocol.InputTest,class,6,5,2,0,6,0,5,5,0,1,0,0,0,52
fi.vtt.noen.testgen.model.invariants.InvariantAlwaysInEvoSuiteTest,class,5,6,1,0,7,15,6,6,1,0,0,0,0,49
fi.vtt.noen.mfw.bundle.server.plugins.sac.mfwservice.GetAvailability,class,0,2,1,0,0,0,2,2,0,1,0,0,0,61
fi.vtt.noen.mfw.bundle.server.plugins.webui.frameset.Home,class,1,0,2,0,0,0,0,0,0,0,0,0,0,27
fi.vtt.noen.mfw.bundle.server.plugins.derivedmeasure.DMProcessingException,class,0,4,4,0,0,6,4,4,0,0,0,0,0,36
fi.vtt.noen.mfw.bundle.common.ProbeConfiguration,class,1,22,1,0,4,18,12,12,0,4,0,0,0,82
fi.vtt.noen.mfw.bundle.server.plugins.webui.probeparameterpage.GetParametersForm,class,11,3,2,0,7,0,2,1,0,3,0,1,2,49
fi.vtt.noen.mfw.bundle.server.plugins.webui.bmresultspage.DetachableBMResultModelEvoSuiteTest,class,6,3,1,0,1,1,2,2,1,0,0,0,0,30
