class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
org.firebirdsql.encodings.Encoding_Cp852EvoSuiteTest,class,7,6,1,0,4,6,4,4,1,0,0,0,0,53
org.firebirdsql.ds.PooledConnectionHandlerEvoSuiteTest,class,6,3,1,0,1,1,2,2,1,0,0,0,0,28
org.firebirdsql.jdbc.FBClob,class,5,33,1,0,18,64,16,16,0,1,0,0,2,309
org.firebirdsql.encodings.Encoding_OneByte,class,3,12,1,32,6,28,8,6,2,0,0,0,1,88
org.firebirdsql.management.TraceManager,interface,1,7,1,0,0,21,7,0,0,0,0,0,0,112
org.firebirdsql.jdbc.field.FBStringFieldEvoSuiteTest,class,17,41,1,0,29,231,22,22,1,0,0,0,2,289
org.firebirdsql.gds.impl.wire.TransactionParameterBufferImplEvoSuiteTest,class,5,2,1,0,3,1,2,2,1,0,0,0,0,24
org.firebirdsql.jdbc.FBUpdatableCursorFetcherEvoSuiteTest,class,11,3,1,0,2,1,2,2,1,0,0,0,0,39
org.firebirdsql.encodings.Encoding_Cp1251EvoSuiteTest,class,7,6,1,0,4,6,4,4,1,0,0,0,0,53
org.firebirdsql.jdbc.FBRowUpdaterEvoSuiteTest,class,12,3,1,0,1,1,2,2,1,0,0,0,0,46
org.firebirdsql.gds.impl.GDSTypeEvoSuiteTest,class,5,5,1,0,7,6,4,4,1,0,0,0,3,40
org.firebirdsql.gds.impl.AbstractIscDbHandle,class,5,37,1,1,13,525,35,31,0,13,0,0,3,173
org.firebirdsql.encodings.Encoding_ISO8859_6EvoSuiteTest,class,7,6,1,0,4,6,4,4,1,0,0,0,0,53
org.firebirdsql.jdbc.parser.JaybirdSqlLexerEvoSuiteTest,class,16,80,1,0,42,1225,50,50,1,0,0,0,0,545
org.firebirdsql.gds.impl.jni.isc_stmt_handle_implEvoSuiteTest,class,10,41,1,0,38,741,39,39,1,0,0,0,0,369
org.firebirdsql.jca.FBTpbEvoSuiteTest,class,8,9,1,0,8,36,9,9,1,0,0,0,0,76
org.firebirdsql.encodings.Encoding_Cp862EvoSuiteTest,class,7,6,1,0,4,6,4,4,1,0,0,0,0,53
org.firebirdsql.jca.FBManagedConnectionMetaDataEvoSuiteTest,class,6,8,1,0,6,10,5,5,1,0,0,0,0,55
org.firebirdsql.event.FBDatabaseEvent,class,1,3,1,0,0,0,3,3,0,2,0,0,0,58
org.firebirdsql.encodings.Encoding_ISO8859_4,class,3,5,2,0,4,0,4,4,0,4,0,2,2,57
org.firebirdsql.jdbc.field.FBCachedClob,class,2,20,1,0,4,61,14,14,0,2,0,0,0,96
org.firebirdsql.gds.impl.wire.EventHandleImp,class,3,15,1,0,6,40,12,9,0,6,0,0,0,91
org.firebirdsql.gds.impl.jni.ParameterBufferBase,class,7,72,5,0,20,832,44,19,0,8,0,0,2,276
org.firebirdsql.ds.XAConnectionHandler,class,2,2,2,0,2,0,2,0,0,1,0,0,0,39
org.firebirdsql.ds.PooledConnectionHandler,class,4,51,1,0,36,3,10,1,0,13,0,8,13,243
org.firebirdsql.encodings.Encoding_ISO8859_1EvoSuiteTest,class,7,6,1,0,4,6,4,4,1,0,0,0,0,53
org.firebirdsql.gds.ServiceParameterBuffer,interface,1,4,1,0,0,6,4,4,0,15,0,0,0,89
org.firebirdsql.jdbc.AbstractStatement,class,22,188,1,1,74,2760,80,59,0,25,0,3,2,1314
org.firebirdsql.encodings.Encoding_Cp1256,class,3,5,2,0,4,0,4,4,0,4,0,2,2,57
org.firebirdsql.gds.impl.jni.BaseGDSImplEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
org.firebirdsql.ds.FBConnectionPoolDataSource,class,8,14,3,0,16,4,5,3,0,1,0,0,3,86
org.firebirdsql.gds.impl.GDSHelperEvoSuiteTest,class,24,40,1,0,31,378,28,28,1,0,0,0,0,306
org.firebirdsql.management.FBTraceManager,class,8,36,4,0,30,159,19,15,0,5,0,1,3,256
org.firebirdsql.gds.impl.jni.JniGDSImpl,class,14,70,3,1,14,1223,49,43,2,4,2,4,6,222
org.firebirdsql.gds.impl.wire.DatabaseParameterBufferImpEvoSuiteTest,class,5,2,1,0,2,1,2,2,1,0,0,0,0,23
org.firebirdsql.management.FBStatisticsManagerEvoSuiteTest,class,6,14,1,0,7,28,8,8,1,0,0,0,0,88
