class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
integration.ReaderTest,class,7,16,1,0,30,85,5,4,0,2,0,0,4,175
net.sf.xisemele.api.Editor,interface,4,21,1,0,0,210,21,0,0,0,0,0,0,293
net.sf.xisemele.exception.ChildNotFoundExceptionEvoSuiteTest,class,4,1,1,0,0,0,1,1,0,0,0,0,0,21
net.sf.xisemele.exception.ParseXMLException,class,1,1,5,0,0,0,1,1,0,1,0,1,0,21
net.sf.xisemele.api.Attribute,interface,1,2,1,0,0,1,2,0,0,0,0,0,0,23
net.sf.xisemele.api.Element,interface,5,18,1,0,0,153,18,0,0,0,0,0,0,218
net.sf.xisemele.impl.WithinContextImpl,class,1,3,1,0,0,0,3,3,0,2,0,1,0,34
net.sf.xisemele.exception.ValueNotPermittedException,class,1,1,5,0,0,0,1,1,0,1,0,1,0,21
net.sf.xisemele.impl.NullValue,class,3,17,1,0,0,136,17,16,0,2,1,2,0,170
net.sf.xisemele.impl.OperationsHelper,interface,2,4,1,0,0,6,4,0,0,0,0,0,0,67
net.sf.xisemele.impl.OperationsImpl,class,6,24,1,0,24,43,18,18,0,2,0,1,0,152
net.sf.xisemele.exception.RootDuplicateExceptionEvoSuiteTest,class,4,1,1,0,0,0,1,1,0,0,0,0,0,21
net.sf.xisemele.api.Xisemele,interface,5,10,1,0,0,45,10,0,0,0,0,0,0,162
net.sf.xisemele.exception.FormatterException,class,1,2,5,0,1,1,2,2,0,1,0,1,0,46
net.sf.xisemele.impl.MessageImpl,class,1,1,1,0,3,0,1,1,0,1,0,1,2,21
net.sf.xisemele.impl.WithinContext,interface,0,3,1,0,0,3,3,0,0,0,0,0,0,24
net.sf.xisemele.exception.FormatterNotConfiguredExceptionEvoSuiteTest,class,4,1,1,0,0,0,1,1,0,0,0,0,0,22
net.sf.xisemele.impl.ValidationsImplTest,class,5,6,1,0,17,6,4,3,0,0,0,0,0,89
net.sf.xisemele.exception.InvalidNameExceptionEvoSuiteTest,class,4,1,1,0,0,0,1,1,0,0,0,0,0,21
