class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
net.sourceforge.beanbin.data.ejb3.EJB3BeanBinDAO,class,25,17,1,0,23,15,6,4,0,2,0,1,3,100
net.sourceforge.beanbin.ramcram.TheCrammerEvoSuiteTest,class,8,4,1,0,3,6,4,4,1,0,0,0,0,39
net.sourceforge.beanbin.codegen.BlobClassMakerEvoSuiteTest,class,5,5,1,0,6,6,4,4,1,0,0,0,0,50
net.sourceforge.beanbin.data.ejb3.config.SchemaFinderEvoSuiteTest,class,5,2,1,0,1,1,2,2,1,0,0,0,0,24
net.sourceforge.beanbin.aop.MixinBlobEvoSuiteTest,class,5,2,1,0,1,1,2,2,1,0,0,0,0,24
net.sourceforge.beanbin.search.index.IndexEntryEvoSuiteTest,class,6,6,1,0,10,15,6,6,1,0,0,0,0,61
net.sourceforge.beanbin.data.ejb3.dao.transaction.RemoveAction,class,3,4,1,0,5,0,2,2,0,1,0,0,1,17
net.sourceforge.beanbin.codegen.BlobClassTemplateTest,class,5,3,2,0,18,3,3,3,0,0,0,0,0,62
net.sourceforge.beanbin.ant.InstallBeanBinEvoSuiteTest,class,6,9,1,0,12,28,8,8,1,0,0,0,0,68
net.sourceforge.beanbin.data.ejb3.dao.search.LessThanBuilder,class,2,5,2,0,4,0,1,1,0,0,0,0,0,14
net.sourceforge.beanbin.search.index.cache.Properties,class,1,7,1,0,6,0,6,6,0,2,0,1,0,30
net.sourceforge.beanbin.reflect.ReflectionEngine,class,0,1,1,0,0,0,1,1,0,0,0,0,0,25
net.sourceforge.beanbin.aop.MixinBlob,class,6,8,1,0,18,3,3,1,0,0,0,0,1,46
net.sourceforge.beanbin.ActiveListSearcherEvoSuiteTest,class,10,8,1,0,8,15,6,6,1,0,0,0,0,62
net.sourceforge.beanbin.command.RemoveEntityEvoSuiteTest,class,5,2,1,0,2,1,2,2,1,0,0,0,0,23
net.sourceforge.beanbin.AbstractSearcher,class,9,26,1,0,12,133,18,16,0,1,0,0,1,103
net.sourceforge.beanbin.search.index.RemoveFromIndex,class,0,3,1,0,0,0,3,3,0,3,0,1,0,17
net.sourceforge.beanbin.data.ejb3.dao.search.WildcardBuilderEvoSuiteTest,class,5,3,1,0,2,1,2,2,1,0,0,0,0,30
net.sourceforge.beanbin.ActiveListTest,class,10,10,3,0,20,10,5,2,0,0,0,0,1,56
net.sourceforge.beanbin.test.ImplTwo,class,3,0,2,0,0,0,0,0,0,1,0,1,0,8
net.sourceforge.beanbin.data.ejb3.dao.Parameters,class,1,6,1,0,4,0,4,4,0,1,0,0,0,23
net.sourceforge.beanbin.search.index.cache.IndexCacheSingleton,class,1,3,1,0,0,0,1,1,1,1,0,1,0,10
net.sourceforge.beanbin.ActiveList,class,6,39,3,1,35,0,31,27,0,4,0,1,1,166
net.sourceforge.beanbin.reflect.ReflectionEngineEvoSuiteTest,class,5,2,1,0,1,1,2,2,1,0,0,0,0,23
net.sourceforge.beanbin.Searcher,interface,4,12,1,0,0,66,12,12,0,0,0,0,0,86
net.sourceforge.beanbin.data.ObjectMergerEvoSuiteTest,class,5,2,1,0,0,1,2,2,1,0,0,0,0,21
net.sourceforge.beanbin.search.index.IndexField,class,0,4,1,0,1,0,4,4,0,3,0,1,0,22
net.sourceforge.beanbin.search.index.IndexResult,class,0,5,1,0,0,2,5,5,0,5,0,1,0,28
net.sourceforge.beanbin.data.ejb3.dao.IndexEJB3SearcherEvoSuiteTest,class,7,3,1,0,1,1,2,2,1,0,0,0,0,34
net.sourceforge.beanbin.data.ejb3.config.SchemaFinderTest,class,8,2,2,0,3,1,2,2,0,0,0,0,0,28
net.sourceforge.beanbin.reflect.resolve.GetImplementationsFromJarTest,class,10,2,2,0,6,1,2,1,0,0,0,0,0,29
net.sourceforge.beanbin.data.ejb3.dao.search.GreaterThanBuilderEvoSuiteTest,class,8,6,1,0,6,6,4,4,1,0,0,0,0,66
net.sourceforge.beanbin.reflect.MethodReflectionCriteria,class,4,46,3,0,24,19,7,2,0,2,0,1,0,103
net.sourceforge.beanbin.command.AddEntity,class,1,2,1,0,0,0,2,2,0,2,0,1,0,11
net.sourceforge.beanbin.search.index.cache.IndexCache,class,3,16,1,0,10,0,7,6,0,2,0,1,0,52
net.sourceforge.beanbin.reflect.ReflectionSearch,class,7,36,1,0,25,9,10,7,0,2,0,0,2,128
net.sourceforge.beanbin.search.index.lucene.LuceneIndexManagerEvoSuiteTest,class,8,8,1,0,9,9,5,5,2,1,0,1,1,85
net.sourceforge.beanbin.reflect.resolve.GetImplementationsFromDir,class,2,11,2,0,10,0,4,2,0,1,0,0,0,36
net.sourceforge.beanbin.command.RemoveAll,class,1,2,1,0,0,0,2,2,0,2,0,1,0,11
net.sourceforge.beanbin.test.TestEntity,class,11,13,1,1,0,66,13,13,0,7,0,1,0,72
net.sourceforge.beanbin.test.Base,class,7,3,1,1,0,0,3,3,0,1,0,0,0,30
net.sourceforge.beanbin.configuration.PropertyManager,class,1,5,1,0,6,0,3,3,0,1,0,0,1,29
net.sourceforge.beanbin.command.RemoveEntity,class,1,2,1,0,0,0,2,2,0,2,0,1,0,11
net.sourceforge.beanbin.BeanBin,class,9,17,3,0,15,31,10,9,0,3,0,0,1,111
net.sourceforge.beanbin.ActiveIteratorEvoSuiteTest,class,6,5,1,0,3,3,3,3,1,0,0,0,0,40
net.sourceforge.beanbin.search.index.LazyIndexListEvoSuiteTest,class,5,3,1,0,2,1,2,2,1,0,0,0,0,27
net.sourceforge.beanbin.data.ejb3.dao.search.WildcardBuilderTest,class,5,3,2,0,6,3,3,3,0,0,0,0,0,43
net.sourceforge.beanbin.search.index.RemoveAllFromIndex,class,0,2,1,0,0,0,2,2,0,2,0,1,0,12
net.sourceforge.beanbin.codegen.BlobClassMakerTest,class,5,2,2,0,18,1,2,2,0,0,0,0,0,49
net.sourceforge.beanbin.data.ejb3.EntityManagerFactoryShelf,class,9,15,1,0,20,3,6,3,1,3,0,1,2,69
net.sourceforge.beanbin.data.ejb3.message.IndexEditorMessageListenerEvoSuiteTest,class,8,8,1,0,9,9,5,5,2,1,0,1,1,94
net.sourceforge.beanbin.search.index.Index,class,3,4,1,0,7,0,1,1,1,0,0,0,1,19
net.sourceforge.beanbin.search.index.RemoveAllFromIndexEvoSuiteTest,class,5,2,1,0,3,1,2,2,1,0,0,0,0,24
net.sourceforge.beanbin.ActiveListSearcher,class,3,8,2,0,0,1,6,4,0,3,0,1,0,29
net.sourceforge.beanbin.reflect.resolve.GetImplementationsFromJar,class,1,6,2,0,8,0,2,2,0,1,0,0,0,32
net.sourceforge.beanbin.data.ejb3.Lazifier,class,5,23,1,0,17,6,4,1,0,0,0,0,8,66
net.sourceforge.beanbin.reflect.resolve.GetImplementationsFromDirEvoSuiteTest,class,5,5,1,0,6,6,4,4,1,0,0,0,0,52
net.sourceforge.beanbin.test.BlobTwo,class,3,5,1,0,6,4,4,4,0,2,0,1,0,35
net.sourceforge.beanbin.query.SearchTypeEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
net.sourceforge.beanbin.search.index.cache.IndexCacheTest,class,6,2,2,0,12,1,2,1,0,0,0,0,0,73
net.sourceforge.beanbin.configuration.PropertyManagerEvoSuiteTest,class,5,4,1,0,6,3,3,3,1,0,0,0,0,40
net.sourceforge.beanbin.reflect.ReflectionSearchTest,class,4,4,2,0,10,6,4,4,0,0,0,0,0,37
net.sourceforge.beanbin.data.ejb3.dao.search.BaseJPAQLBuilderEvoSuiteTest,class,10,7,1,0,10,10,5,5,1,0,0,0,0,72
net.sourceforge.beanbin.data.ejb3.dao.search.IndexBuilder,class,4,7,1,0,9,0,4,4,0,4,0,0,2,42
net.sourceforge.beanbin.data.ejb3.dao.search.EqualsBuilderEvoSuiteTest,class,8,3,1,0,5,3,3,3,1,0,0,0,0,46
net.sourceforge.beanbin.reflect.resolve.GetImplementations,class,0,12,1,1,11,7,6,2,0,2,0,0,1,37
net.sourceforge.beanbin.query.ConditionalEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
net.sourceforge.beanbin.data.EntityUtilsEvoSuiteTest,class,5,15,1,0,14,55,11,11,1,0,0,0,11,105
net.sourceforge.beanbin.command.ActiveListCommand,interface,0,0,1,0,0,0,0,0,0,0,0,0,0,3
net.sourceforge.beanbin.data.ejb3.config.SchemaFinder,class,1,19,1,0,14,1,3,2,0,1,0,0,6,47
net.sourceforge.beanbin.data.ejb3.dao.transaction.TransactionAction,interface,1,1,1,0,0,0,1,1,0,0,0,0,0,6
net.sourceforge.beanbin.ActiveIterator,class,2,5,1,0,3,0,4,4,0,2,0,0,0,24
net.sourceforge.beanbin.TestForBeanBin,class,10,10,4,0,36,15,6,3,0,0,0,0,2,87
net.sourceforge.beanbin.data.ejb3.EntityManagerFactoryShelfEvoSuiteTest,class,5,4,1,0,6,3,3,3,1,0,0,0,2,41
net.sourceforge.beanbin.data.ejb3.dao.search.ContainsBuilderEvoSuiteTest,class,5,3,1,0,2,1,2,2,1,0,0,0,0,30
net.sourceforge.beanbin.data.IndexDAO,interface,1,5,1,0,0,10,5,5,0,0,0,0,0,12
net.sourceforge.beanbin.reflect.ReflectionShelf,class,2,6,1,0,2,0,4,3,1,2,0,1,0,23
net.sourceforge.beanbin.data.ejb3.EntityManagerFactoryBuilder,interface,1,1,1,0,0,0,1,1,0,0,0,0,0,7
net.sourceforge.beanbin.data.ejb3.EJB3BeanBinDAOTest,class,19,28,3,0,56,111,18,11,0,1,0,0,3,258
net.sourceforge.beanbin.data.ejb3.dao.search.ContainsBuilder,class,3,1,2,0,7,0,1,1,0,0,0,0,0,12
net.sourceforge.beanbin.data.ejb3.dao.search.JPAQLBuilderTest,class,8,5,2,0,6,10,5,5,0,0,0,0,0,64
net.sourceforge.beanbin.search.index.IndexUtilsEvoSuiteTest,class,5,6,1,0,8,15,6,6,1,0,0,0,4,48
net.sourceforge.beanbin.test.AnotherEntity,class,8,4,1,0,0,2,4,4,0,3,0,1,0,41
net.sourceforge.beanbin.query.QueryEvoSuiteTest,class,9,14,1,0,18,78,13,13,1,0,0,0,0,136
net.sourceforge.beanbin.data.ejb3.dao.EJB3SearcherEvoSuiteTest,class,19,25,1,0,8,78,13,13,1,0,0,0,0,210
net.sourceforge.beanbin.data.ejb3.LazifierEvoSuiteTest,class,5,3,1,0,2,1,2,2,1,0,0,0,0,30
