class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
diffi.MainEvoSuiteTest,class,5,2,1,0,0,1,2,2,1,0,0,0,0,21
de.beiri22.stringincrementor.relativestring.RelativeString,class,2,20,1,0,22,0,12,11,0,2,0,0,3,105
de.beiri22.stringincrementor.helper.StringFromFileEvoSuiteTest,class,5,2,1,0,1,1,2,2,1,0,0,0,0,22
de.beiri22.stringincrementor.relativestring.RelativeStringEvoSuiteTest,class,7,10,1,0,11,28,8,8,1,0,0,0,0,80
de.beiri22.commandline.Option,class,0,22,1,0,4,32,13,13,0,7,0,0,0,141
diffi.Main,class,2,1,1,0,5,0,1,1,1,0,0,0,3,34
de.beiri22.stringincrementor.helper.IndexedString,class,2,16,1,0,3,0,3,2,0,2,0,0,0,66
de.beiri22.stringincrementor.StringIncrementor,class,5,26,1,0,25,6,4,4,4,0,0,0,4,98
de.beiri22.commandline.OptionEvoSuiteTest,class,5,17,1,0,12,91,14,14,1,0,0,0,0,166
de.beiri22.commandline.CommandLineEvoSuiteTest,class,6,3,1,0,4,3,3,3,1,0,0,0,0,47
de.beiri22.stringincrementor.helper.IndexedStringEvoSuiteTest,class,6,4,1,0,3,6,4,4,1,0,0,0,0,44
de.beiri22.filedp.FileDiffPatchEvoSuiteTest,class,5,6,1,0,5,15,6,6,1,0,0,0,4,38
de.beiri22.stringincrementor.relativestring.StringLinkEvoSuiteTest,class,6,6,1,0,7,15,6,6,1,0,0,0,0,52
de.beiri22.commandline.CommandLine,class,1,8,1,0,4,0,3,3,0,1,0,0,0,49
de.beiri22.stringincrementor.helper.StringFromFile,class,0,2,1,0,5,0,1,1,1,0,0,0,0,31
de.beiri22.stringincrementor.helper.ExtBoolArrayEvoSuiteTest,class,5,5,1,0,5,10,5,5,1,0,0,0,0,52
de.beiri22.filedp.FileDiffPatch,class,1,22,1,0,15,6,4,4,4,0,0,0,11,109
de.beiri22.stringincrementor.helper.ExtBoolArray,class,1,11,1,0,0,0,4,4,0,1,0,0,0,62
de.beiri22.stringincrementor.relativestring.StringLink,class,1,11,1,0,7,0,7,7,0,3,0,0,0,80
de.beiri22.stringincrementor.StringIncrementorEvoSuiteTest,class,7,13,1,0,10,45,10,10,1,0,0,0,10,99
