class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
umd.cs.shop.JSUtil,class,0,146,1,0,18,136,17,0,17,0,0,0,14,303
umd.cs.shop.JSTaskAtom,class,15,40,5,0,36,27,14,12,0,2,0,0,0,206
umd.cs.shop.JSPairIfThenEvoSuiteTest,class,5,9,1,0,7,15,6,6,1,0,0,0,0,64
umd.cs.shop.JSMethodEvoSuiteTest,class,5,7,1,0,3,6,4,4,1,0,0,0,0,48
umd.cs.shop.JSTerm,class,5,173,5,0,49,0,22,19,0,4,0,0,34,553
umd.cs.shop.JSPlanningProblem,class,4,13,1,0,8,0,7,6,0,4,0,0,10,60
umd.cs.shop.JSTStateEvoSuiteTest,class,7,6,1,0,3,6,4,4,1,0,0,0,0,44
umd.cs.shop.JSAxiomEvoSuiteTest,class,5,7,1,0,3,6,4,4,1,0,0,0,0,48
umd.cs.shop.JSPredicateForm,class,4,84,4,2,34,66,12,10,0,0,0,0,15,353
umd.cs.shop.JSReductionEvoSuiteTest,class,7,3,1,0,5,3,3,3,1,0,0,0,0,33
umd.cs.shop.JSListOperators,class,1,3,4,0,3,1,2,1,0,1,0,0,0,20
umd.cs.shop.JSSubstitutionEvoSuiteTest,class,7,10,1,0,17,28,8,8,1,0,0,0,0,85
umd.cs.shop.JSSubstitution,class,3,25,4,0,15,24,9,8,0,1,0,0,3,101
umd.cs.shop.JSListSubstitution,class,1,6,4,0,7,3,3,2,0,1,0,0,2,29
umd.cs.shop.JSListPairPlanTStateNodes,class,1,3,4,0,3,1,2,1,0,0,0,0,0,16
umd.cs.shop.JSListLogicalAtoms,class,5,53,4,1,22,9,10,8,0,3,0,0,10,191
umd.cs.shop.JSJshop,class,13,122,1,0,49,115,19,19,1,8,2,2,33,440
umd.cs.shop.JSTaskAtomEvoSuiteTest,class,13,19,1,0,18,78,13,13,1,0,0,0,0,166
umd.cs.shop.JSTState,class,3,7,1,0,7,0,7,4,0,3,0,0,4,51
umd.cs.shop.JSListIfThenElse,class,8,28,4,0,23,15,6,2,0,0,0,0,7,110
umd.cs.shop.JSListPlanningProblemEvoSuiteTest,class,5,4,1,0,5,3,3,3,1,0,0,0,0,34
