,,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
,,,,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,,,,,,
AR,ET,,SE,,,
AR,,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,,,,
,,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,MG,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,SE,,,
,,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
,,,,,,
,,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
,,,,,,
,,,,,,
AR,ET,,SE,,,
,,,,,,
,,,,,,
AR,ET,,SE,,,
,,,,,,
,,,,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,,SE,,,
AR,ET,MG,SE,,,
AR,,,,,,
AR,ET,MG,SE,,,
AR,,MG,,,,
AR,ET,MG,SE,,,
AR,,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,,,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,,,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,,SE,,,
AR,ET,MG,SE,,,
AR,,,,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,,,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,,,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,MG,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
