class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
dk.statsbiblioteket.summa.common.solr.analysis.LowerCaseCharFilterFactory,class,2,1,2,0,0,0,1,1,0,0,0,0,0,27
dk.statsbiblioteket.summa.control.client.shell.StatusCommandEvoSuiteTest,class,5,1,1,0,2,0,1,1,0,0,0,0,0,24
org.apache.lucene.search.exposed.CachedCollatorKeyProvider,class,5,3,2,0,7,0,3,1,0,2,0,0,0,34
dk.statsbiblioteket.summa.common.configuration.MemoryStorageTest,class,3,1,3,0,0,0,1,1,0,0,0,0,0,25
dk.statsbiblioteket.summa.support.doms.DiscardDOMSFilterTest,class,12,12,2,0,19,43,10,8,1,3,2,3,8,91
dk.statsbiblioteket.summa.common.util.DeferredSystemExit,class,0,9,1,0,7,2,5,4,0,4,1,1,2,82
dk.statsbiblioteket.summa.index.lucene.WriterCallable,class,10,24,1,0,33,0,7,3,0,5,0,1,8,155
dk.statsbiblioteket.summa.common.xml.XMLStepper,class,5,57,1,0,28,103,13,13,8,1,0,1,4,226
dk.statsbiblioteket.summa.storage.StorageMonkeyHelper,class,13,51,1,0,54,119,19,15,0,19,0,1,16,346
dk.statsbiblioteket.summa.common.util.Pair,class,5,14,1,0,6,0,8,8,0,3,0,1,0,67
dk.statsbiblioteket.summa.releasetest.IterativeHelperDocCreator,class,8,4,2,0,7,1,2,1,0,2,1,2,0,66
org.apache.lucene.search.exposed.OrdinalTermsEnum,class,14,37,2,0,19,0,18,17,1,7,5,0,1,204
dk.statsbiblioteket.summa.control.service.FilterService,class,10,30,2,0,22,0,5,4,0,7,2,3,1,226
dk.statsbiblioteket.summa.common.filter.object.DummyStreamToRecords,class,8,25,2,0,15,48,12,11,2,6,1,3,0,129
dk.statsbiblioteket.summa.search.api.document.DocumentKeys,interface,1,0,1,0,0,0,0,0,0,17,17,17,0,155
dk.statsbiblioteket.summa.common.filter.object.ObjectFilterImpl,class,8,41,1,15,29,36,12,10,0,7,0,0,9,204
dk.statsbiblioteket.summa.search.tools.QuerySanitizer,class,8,88,1,0,32,89,19,12,0,19,10,11,6,286
dk.statsbiblioteket.summa.support.embeddedsolr.DanishCollationTest,class,8,2,1,0,14,0,2,2,0,3,0,0,3,56
dk.statsbiblioteket.summa.control.api.feedback.rmi.RemoteFeedback,interface,2,2,1,0,0,1,2,2,0,4,4,4,0,49
dk.statsbiblioteket.summa.control.service.ScriptServiceTest,class,4,9,2,0,14,8,8,8,2,2,0,0,15,91
dk.statsbiblioteket.summa.releasetest.ParentChildTest,class,15,28,3,0,58,75,15,7,0,1,0,1,18,251
dk.statsbiblioteket.summa.common.lucene.distribution.TermStatSource,class,14,49,1,0,35,0,12,12,0,13,0,1,1,233
org.apache.lucene.util.IndexUtilEvoSuiteTest,class,5,2,1,0,1,1,2,2,1,0,0,0,0,22
org.apache.lucene.util.packed.PackedIntWrapper,class,1,4,1,0,0,0,4,4,0,1,0,0,0,34
dk.statsbiblioteket.summa.support.enrich.ETSSStatusFilterTest,class,11,27,2,0,36,129,19,16,1,1,0,0,22,264
dk.statsbiblioteket.summa.search.QueryRewritingSearchNode,class,14,36,1,0,28,0,10,7,1,27,16,17,3,224
dk.statsbiblioteket.summa.common.lucene.search.TopCollectorEvoSuiteTest,class,7,21,1,0,14,120,16,16,1,0,0,0,0,182
dk.statsbiblioteket.summa.storage.api.StorageTest,class,4,0,3,0,1,0,0,0,0,1,0,1,0,29
dk.statsbiblioteket.summa.storage.AggregatingStorageTest,class,11,16,2,0,26,0,9,9,0,17,0,2,7,178
dk.statsbiblioteket.summa.common.shell.VoidShellContext,class,3,13,1,0,9,15,11,11,0,4,0,1,0,77
dk.statsbiblioteket.summa.common.configuration.Configuration,class,16,207,1,0,106,1109,58,57,12,12,6,8,60,1410
dk.statsbiblioteket.summa.ingest.stream.GUNZIPFilter,class,7,5,2,0,6,0,2,1,0,1,0,1,1,49
dk.statsbiblioteket.summa.support.summon.search.SolrFacetRequestEvoSuiteTest,class,5,8,1,0,7,21,7,7,1,0,0,0,0,78
dk.statsbiblioteket.summa.common.configuration.storage.JStorage,class,5,108,1,0,53,285,31,22,1,4,1,1,6,648
dk.statsbiblioteket.summa.support.solr.SolrSearchNode,class,11,113,2,1,86,4,16,1,1,50,31,32,35,667
dk.statsbiblioteket.summa.releasetest.ScaleTest,class,11,9,3,0,25,34,9,8,1,1,0,1,6,123
dk.statsbiblioteket.summa.releasetest.AutoDiscoverTest,class,16,41,3,0,74,66,16,7,0,8,0,1,30,322
dk.statsbiblioteket.summa.search.IndexListener,interface,0,1,1,0,0,0,1,1,0,0,0,0,0,27
dk.statsbiblioteket.summa.common.shell.RemoteCommand,class,5,13,2,15,4,0,5,1,0,2,0,0,0,55
org.apache.lucene.search.exposed.compare.NamedNaturalComparator,class,3,17,1,0,1,11,7,7,0,3,0,0,0,62
dk.statsbiblioteket.summa.support.doms.DiscardDOMSFilterEvoSuiteTest,class,9,3,1,0,4,3,3,3,1,0,0,0,2,44
dk.statsbiblioteket.summa.ingest.stream.FileSystemReader,class,2,1,1,2,0,0,1,1,0,9,9,9,0,65
org.apache.lucene.search.exposed.facet.CollectorPool,class,4,50,1,0,29,0,19,17,0,11,0,0,4,283
dk.statsbiblioteket.summa.storage.database.StatementHandler,class,6,73,1,0,16,307,26,23,0,6,0,2,1,380
dk.statsbiblioteket.summa.index.DescriptorManipulator,class,8,30,1,0,17,10,9,9,0,3,0,1,8,133
dk.statsbiblioteket.summa.ingest.stream.Aleph2XML2,class,9,65,3,0,41,2,12,5,0,25,4,13,4,610
dk.statsbiblioteket.summa.control.client.shell.SpecCommandEvoSuiteTest,class,5,1,1,0,2,0,1,1,0,0,0,0,0,24
dk.statsbiblioteket.summa.search.CachingSearchNode,class,9,10,4,0,13,0,7,7,0,10,4,6,2,99
dk.statsbiblioteket.summa.common.configuration.storage.XStorage,class,7,45,1,0,35,67,19,16,1,6,2,4,9,331
dk.statsbiblioteket.summa.common.filter.object.ReplaceFilterTest,class,13,18,2,0,32,120,16,15,1,1,0,1,6,189
dk.statsbiblioteket.summa.support.summon.search.SummonSearchNode,class,23,120,3,0,101,109,13,2,5,28,18,20,38,640
dk.statsbiblioteket.summa.index.lucene.CreateDocumentTest,class,14,17,2,0,28,44,12,11,1,5,0,4,2,166
org.apache.lucene.search.exposed.MergingTermDocIteratorEvoSuiteTest,class,13,7,1,0,8,10,5,5,1,0,0,0,0,89
dk.statsbiblioteket.summa.support.api.DidYouMeanKeys,interface,1,0,1,0,0,0,0,0,0,2,2,2,0,33
dk.statsbiblioteket.summa.search.QueryRewritingSearchNodeTest,class,13,15,2,0,11,61,14,14,1,3,1,2,4,120
dk.statsbiblioteket.summa.common.configuration.FileStorageTest,class,6,3,3,0,12,1,3,3,0,1,0,1,0,49
