class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
jaw.gui.templates.CriarTemplate,class,2,43,6,0,103,457,19,2,0,59,0,0,5,572
jaw.gui.AddEntidadeEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
jaw.web.Update,class,0,3,1,0,13,1,2,1,2,0,0,0,2,37
jaw.gui.ProcessarEntidadesEvoSuiteTest,class,5,2,1,0,0,1,2,2,1,0,0,0,0,21
jaw.Main,class,3,3,1,0,6,0,2,2,1,2,2,2,3,23
jaw.gui.ProcessarEntidadesTabela,class,5,37,6,0,45,332,22,17,0,19,0,0,4,234
jaw.util.ConversorEvoSuiteTest,class,5,8,1,0,6,28,8,8,1,0,0,0,6,58
jaw.gui.AddEntidade,class,2,14,6,0,50,15,5,2,0,12,0,0,1,164
jaw.gui.templates.GerenciarModelosDeAplicacao,class,3,21,6,0,49,126,10,1,0,10,0,0,3,180
jaw.web.UpdateEvoSuiteTest,class,8,9,1,0,11,15,6,6,2,1,0,1,2,95
jaw.configuracoes.Mapeamento,class,3,47,1,0,42,69,22,21,14,3,0,1,12,191
jaw.gui.JanelaPrincipal,class,14,110,6,0,121,2409,38,3,1,49,0,1,21,720
jaw.gui.GeradorGUI,class,5,31,6,0,54,125,10,1,0,14,0,0,1,237
jaw.gui.JanelaPrincipalEvoSuiteTest,class,4,3,1,0,2,1,2,2,1,0,0,0,1,27
jaw.gui.templates.CriarModeloDeAplicacao,class,2,18,6,0,63,63,10,2,0,18,0,0,0,246
jaw.saida.GeradorEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
jaw.gui.AddAtributos,class,3,8,6,0,46,19,5,1,0,12,0,0,3,150
jaw.metamodelo.EntidadeEvoSuiteTest,class,6,12,1,0,16,66,12,12,1,0,0,0,0,88
jaw.gui.templates.CriarModeloDeAplicacaoEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
jaw.configuracoes.ArquivoRecenteEvoSuiteTest,class,5,5,1,0,4,6,4,4,1,0,0,0,2,35
jaw.entrada.Serializacao,class,2,4,1,0,4,2,4,4,0,4,2,0,0,53
jaw.gui.templates.GerenciarModelosDeAplicacaoEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
jaw.gui.ConexaoBD,class,3,34,6,0,79,172,13,3,0,28,0,0,7,354
jaw.metamodelo.Atributo,class,2,29,1,0,7,222,25,25,0,8,0,0,4,99
jaw.gui.Configuracoes,class,0,19,6,0,36,78,8,2,0,17,0,0,0,239
jaw.gui.ProcessarEntidadesTreeEvoSuiteTest,class,7,30,1,0,23,136,17,17,1,0,0,0,0,217
jaw.template.TemplateJaw,class,2,17,1,0,9,89,15,15,0,8,2,2,5,71
jaw.util.Conversor,class,0,26,1,0,8,15,6,6,5,0,0,0,1,71
jaw.template.ModeloDeAplicacao,class,3,21,1,0,15,81,14,14,1,5,0,0,1,105
jaw.template.TemplateJawEvoSuiteTest,class,6,19,1,0,15,105,15,15,1,0,0,0,0,120
jaw.gui.ProcessarEntidadesTabelaEvoSuiteTest,class,7,13,1,0,19,66,12,12,1,0,0,0,0,122
jaw.MainEvoSuiteTest,class,5,3,1,0,1,1,2,2,1,0,0,0,0,26
jaw.entrada.Abrir,class,5,26,3,0,19,16,8,6,0,4,4,2,4,90
jaw.gui.ProcessarEntidades,class,2,16,5,2,0,120,16,16,0,0,0,0,0,30
jaw.configuracoes.Configuracao,class,2,32,4,0,20,79,14,12,1,6,0,1,2,102
jaw.gui.AddAtributosEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
jaw.entrada.Salvar,class,6,30,3,0,24,10,5,5,0,7,5,3,4,98
jaw.metamodelo.AtributoEvoSuiteTest,class,6,23,1,0,25,253,23,23,1,0,0,0,0,194
jaw.configuracoes.ArquivoRecente,class,0,10,1,0,16,0,4,4,4,1,0,1,1,63
jaw.gui.GeradorGUIEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
jaw.entrada.SerializacaoXML,class,3,3,1,0,4,3,3,3,0,0,0,0,0,36
jaw.configuracoes.ConexaoBD,class,2,24,1,0,14,162,20,19,4,8,0,2,5,102
jaw.gui.MapeamentoGUIEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
jaw.template.ModeloDeAplicacaoEvoSuiteTest,class,6,15,1,0,17,78,13,13,1,0,0,0,0,102
jaw.gui.ConfiguracoesEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
jaw.gui.ConexaoBDEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
jaw.gui.templates.CriarTemplateEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
jaw.saida.Gerador,class,7,17,1,0,24,0,3,3,0,3,0,0,0,99
jaw.metamodelo.Entidade,class,2,18,1,0,7,38,16,16,0,4,0,0,4,63
jaw.gui.MapeamentoGUI,class,2,44,6,0,76,147,11,1,0,14,0,0,9,329
jaw.entrada.Conexao,class,2,50,1,0,49,39,14,14,0,16,0,0,7,231
jaw.gui.ProcessarEntidadesTree,class,3,25,6,0,45,241,22,19,0,11,0,0,1,194
