class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
ipac.IPv6,class,1,192,5,0,90,892,27,3,0,17,0,0,29,1085
ipac.OutputEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
ipac.IPACEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
ipac.IPv6EvoSuiteTest,class,5,4,1,0,5,3,3,3,1,0,0,0,0,40
ipac.IPAC,class,6,18,6,0,45,30,6,3,1,5,0,0,5,191
ipac.URLOpenerEvoSuiteTest,class,8,7,1,0,9,9,5,5,2,1,0,1,1,58
ipac.WhoISEvoSuiteTest,class,5,3,1,0,5,3,3,3,1,0,0,0,0,34
ipac.GPLReaderEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
ipac.WhoISOutput,class,1,11,6,0,36,10,2,2,0,0,0,0,6,121
ipac.WhoISOutputEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
ipac.IPAC_AppletEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
ipac.URLOpener,class,0,11,1,0,11,0,1,1,0,0,0,0,6,54
ipac.IPv4,class,1,199,5,0,88,939,28,3,0,17,0,0,30,1111
ipac.GPLReader,class,0,3,6,0,19,0,1,1,0,0,0,0,1,63
ipac.Output,class,2,12,6,0,38,0,2,2,0,1,0,0,6,129
ipac.BinaryCalculateEvoSuiteTest,class,5,15,1,0,6,55,11,11,1,0,0,0,0,117
ipac.IPAC_Applet,class,5,20,6,0,42,39,6,2,0,5,0,0,6,190
ipac.IPv4EvoSuiteTest,class,5,4,1,0,6,3,3,3,1,0,0,0,0,40
ipac.WhoIS,class,1,54,5,0,53,143,13,3,0,12,0,0,1,418
ipac.BinaryCalculate,class,2,90,1,0,28,7,11,4,0,12,0,0,15,424
