class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
fr.unice.gfarce.interGraph.SharedListSelectionHandlerEtu,class,2,3,1,0,4,0,1,1,0,3,0,1,0,31
fr.unice.gfarce.interGraph.SimpleTableDemoEvoSuiteTest,class,5,4,1,0,5,3,3,3,1,0,0,0,0,49
fr.unice.gfarce.interGraph.ChargeImageAction,class,2,6,2,0,10,0,2,2,0,2,0,1,1,41
fr.unice.gfarce.interGraph.ModifTableStockage,class,2,82,1,0,20,0,9,9,0,3,0,0,12,378
fr.unice.gfarce.interGraph.ZmodelEvoSuiteTest,class,5,9,1,0,11,28,8,8,1,0,0,0,0,82
fr.unice.gfarce.identity.RespFormationEvoSuiteTest,class,7,9,1,0,17,36,9,9,1,0,0,0,1,90
fr.unice.gfarce.interGraph.ModifierRespAction,class,2,2,2,0,1,1,2,2,0,3,0,1,0,31
fr.unice.gfarce.connect.Db4oConfigEvoSuiteTest,class,5,6,1,0,4,6,4,4,1,0,0,0,2,46
fr.unice.gfarce.interGraph.TableStockage,class,0,26,2,0,5,5,14,14,0,3,0,1,0,135
fr.unice.gfarce.identity.FormationEvoSuiteTest,class,8,17,1,0,22,136,17,17,1,0,0,0,6,157
fr.unice.gfarce.connect.SetConfigPersistanceEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
fr.unice.gfarce.interGraph.SupprFormationAction,class,4,2,2,0,6,0,2,2,0,4,0,1,0,38
fr.unice.gfarce.interGraph.ChoixJPAEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
fr.unice.gfarce.interGraph.ChargeBaseActionEvoSuiteTest,class,9,7,1,0,10,9,5,5,2,1,0,1,1,93
fr.unice.gfarce.dao.DaoFactoryException,class,0,5,4,0,1,0,5,5,0,2,0,1,0,25
fr.unice.gfarce.interGraph.MonFiltre,class,0,11,2,0,8,2,4,3,0,2,0,0,0,31
fr.unice.gfarce.interGraph.ModificationEtuActionEvoSuiteTest,class,7,3,1,0,2,1,2,2,1,0,0,0,0,31
fr.unice.gfarce.interGraph.FenetrePrincipale,class,27,66,6,0,88,236,28,7,1,68,0,56,47,856
fr.unice.gfarce.main.Controler,class,12,36,1,0,38,23,18,16,0,6,0,0,6,290
fr.unice.gfarce.identity.RespFormation,class,7,13,2,0,9,10,8,8,0,2,0,0,0,73
fr.unice.gfarce.dao.FormationDao,interface,1,4,1,0,0,6,4,4,0,0,0,0,0,9
fr.unice.gfarce.dao.DaoFactory,class,7,6,1,1,0,4,4,4,2,1,0,1,0,28
fr.unice.gfarce.interGraph.SupprimeEtuAction,class,3,2,2,0,11,0,2,2,0,3,0,1,0,50
fr.unice.gfarce.interGraph.AProposActionEvoSuiteTest,class,6,3,1,0,2,1,2,2,1,0,0,0,0,31
fr.unice.gfarce.interGraph.ModifierRespActionEvoSuiteTest,class,7,3,1,0,2,1,2,2,1,0,0,0,0,31
fr.unice.gfarce.interGraph.SharedListSelectionHandlerFormation,class,0,6,1,0,8,0,1,1,0,1,0,1,2,44
fr.unice.gfarce.identity.IdentiteEvoSuiteTest,class,6,13,1,0,15,78,13,13,1,0,0,0,0,95
fr.unice.gfarce.identity.CandidatEvoSuiteTest,class,11,26,1,0,33,247,22,22,2,1,0,1,3,214
fr.unice.gfarce.dao.OracleFormationDao,class,7,44,1,0,29,0,4,4,0,2,0,0,0,192
fr.unice.gfarce.interGraph.SupprFormationActionEvoSuiteTest,class,9,3,1,0,2,1,2,2,1,0,0,0,0,35
fr.unice.gfarce.xls.WritingXLS,class,6,3,1,0,14,0,1,1,0,0,0,0,0,38
fr.unice.gfarce.interGraph.FenetrePrincipaleEvoSuiteTest,class,4,3,1,0,4,3,3,3,1,0,0,0,2,28
fr.unice.gfarce.main.Main,class,1,1,1,0,0,0,1,1,1,0,0,0,0,19
fr.unice.gfarce.main.ControlerEvoSuiteTest,class,5,3,1,0,1,1,2,2,1,0,0,0,0,28
fr.unice.gfarce.interGraph.CreerUneFormationActionEvoSuiteTest,class,7,2,1,0,2,1,2,2,1,0,0,0,0,24
fr.unice.gfarce.interGraph.ChoixJPA,class,3,8,6,0,23,6,4,1,0,11,0,1,8,130
fr.unice.gfarce.interGraph.EnvoiAcceptBourseAction,class,3,7,2,0,13,0,2,2,0,3,0,2,1,95
fr.unice.gfarce.dao.Db4oIdentiteFactory,class,10,30,1,0,47,0,9,7,0,3,0,0,1,193
fr.unice.gfarce.interGraph.FenetreChoix,class,3,9,6,0,20,4,4,2,0,6,0,4,0,100
fr.unice.gfarce.connect.GetConfigPersistance,class,4,18,1,0,21,7,5,5,1,4,0,0,2,76
fr.unice.gfarce.identity.Identite,class,7,15,1,0,0,69,15,15,0,6,0,0,0,80
fr.unice.gfarce.interGraph.EnvoiAcceptBourseActionEvoSuiteTest,class,7,2,1,0,2,1,2,2,1,0,0,0,0,24
fr.unice.gfarce.interGraph.ChoixDB4OEvoSuiteTest,class,3,1,1,0,0,0,1,1,1,0,0,0,0,16
fr.unice.gfarce.interGraph.SimpleTableDemo,class,0,16,5,0,16,13,6,5,0,5,0,1,0,104
fr.unice.gfarce.interGraph.SharedListSelectionHandlerEtuEvoSuiteTest,class,5,2,1,0,1,1,2,2,1,0,0,0,0,22
fr.unice.gfarce.interGraph.TableStockageEvoSuiteTest,class,5,14,1,0,13,55,11,11,1,0,0,0,0,127
fr.unice.gfarce.interGraph.EnvoiRespActionEvoSuiteTest,class,7,3,1,0,2,1,2,2,1,0,0,0,0,31
